C2(X)	C2(Y)	C3(X)	C3(Y)	D1(X)	D1(Y)	D3(X)	D3(Y)	D4(X)	D4(Y)
6964.589	-3712.5	6964.589	-3875	6964.589	-3005	6964.589	-4137.5	6964.589	-657.5
6964.59	-3745	6964.59	-3830	6964.59	-3252.5	6964.59	-4175	6964.59	-647.5
6964.591	-3790	6964.591	-3887.5	6964.591	-3310	6964.591	-4227.5	6964.591	-625
6964.592	-3935	6964.592	-3890	6964.592	-3510	6964.592	-4245	6964.592	-635
6964.593	-3965	6964.593	-3845	6964.593	-3607.5	6964.593	-4227.5	6964.593	-595
6964.594	-3960	6964.594	-3840	6964.594	-3592.5	6964.594	-4207.5	6964.594	-587.5
6964.595	-3925	6964.595	-3800	6964.595	-3597.5	6964.595	-4167.5	6964.595	-575
6964.596	-3920	6964.596	-3810	6964.596	-3522.5	6964.596	-4132.5	6964.596	-565
6964.597	-3902.5	6964.597	-3725	6964.597	-3400	6964.597	-4165	6964.597	-547.5
6964.598	-3807.5	6964.598	-3665	6964.598	-3317.5	6964.598	-3990	6964.598	-562.5
6964.599	-3707.5	6964.599	-3647.5	6964.599	-3025	6964.599	-3915	6964.599	-562.5
6964.6	-3632.5	6964.6	-3557.5	6964.6	-2737.5	6964.6	-3780	6964.6	-555
6964.601	-3382.5	6964.601	-3532.5	6964.601	-2667.5	6964.601	-3565	6964.601	-515
6964.602	-3295	6964.602	-3510	6964.602	-2355	6964.602	-3510	6964.602	-542.5
6964.603	-3182.5	6964.603	-3317.5	6964.603	-2380	6964.603	-3377.5	6964.603	-485
6964.604	-3072.5	6964.604	-3267.5	6964.604	-2222.5	6964.604	-3277.5	6964.604	-507.5
6964.605	-3067.5	6964.605	-3275	6964.605	-2215	6964.605	-3252.5	6964.605	-492.5
6964.606	-3007.5	6964.606	-3187.5	6964.606	-2450	6964.606	-3222.5	6964.606	-470
6964.607	-3000	6964.607	-3210	6964.607	-2380	6964.607	-3235	6964.607	-445
6964.608	-3072.5	6964.608	-3220	6964.608	-2462.5	6964.608	-3235	6964.608	-447.5
6964.609	-3160	6964.609	-3232.5	6964.609	-2590	6964.609	-3287.5	6964.609	-422.5
6964.61	-3275	6964.61	-3230	6964.61	-2885	6964.61	-3345	6964.61	-392.5
6964.611	-3350	6964.611	-3222.5	6964.611	-3057.5	6964.611	-3402.5	6964.611	-395
6964.612	-3452.5	6964.612	-3300	6964.612	-3127.5	6964.612	-3457.5	6964.612	-400
6964.613	-3480	6964.613	-3247.5	6964.613	-3310	6964.613	-3532.5	6964.613	-382.5
6964.614	-3505	6964.614	-3235	6964.614	-3347.5	6964.614	-3477.5	6964.614	-380
6964.615	-3512.5	6964.615	-3232.5	6964.615	-3352.5	6964.615	-3532.5	6964.615	-370
6964.616	-3435	6964.616	-3140	6964.616	-3295	6964.616	-3482.5	6964.616	-325
6964.617	-3335	6964.617	-3137.5	6964.617	-3197.5	6964.617	-3427.5	6964.617	-322.5
6964.618	-3255	6964.618	-3035	6964.618	-2982.5	6964.618	-3332.5	6964.618	-322.5
6964.619	-3200	6964.619	-3030	6964.619	-2740	6964.619	-3167.5	6964.619	-302.5
6964.62	-3077.5	6964.62	-2942.5	6964.62	-2480	6964.62	-3045	6964.62	-287.5
6964.621	-2942.5	6964.621	-2835	6964.621	-2255	6964.621	-2902.5	6964.621	-275
6964.622	-2822.5	6964.622	-2842.5	6964.622	-2185	6964.622	-2840	6964.622	-255
6964.623	-2697.5	6964.623	-2797.5	6964.623	-1877.5	6964.623	-2745	6964.623	-250
6964.624	-2655	6964.624	-2707.5	6964.624	-1845	6964.624	-2712.5	6964.624	-242.5
6964.625	-2617.5	6964.625	-2697.5	6964.625	-1827.5	6964.625	-2665	6964.625	-240
6964.626	-2507.5	6964.626	-2667.5	6964.626	-1990	6964.626	-2595	6964.626	-210
6964.627	-2572.5	6964.627	-2787.5	6964.627	-1995	6964.627	-2665	6964.627	-190
6964.628	-2670	6964.628	-2730	6964.628	-2105	6964.628	-2685	6964.628	-190
6964.629	-2685	6964.629	-2737.5	6964.629	-2280	6964.629	-2780	6964.629	-200
6964.63	-2790	6964.63	-2772.5	6964.63	-2595	6964.63	-2772.5	6964.63	-192.5
6964.631	-2900	6964.631	-2760	6964.631	-2670	6964.631	-2915	6964.631	-185
6964.632	-2960	6964.632	-2755	6964.632	-2772.5	6964.632	-2907.5	6964.632	-177.5
6964.633	-3092.5	6964.633	-2817.5	6964.633	-2882.5	6964.633	-2952.5	6964.633	-160
6964.634	-3205	6964.634	-2792.5	6964.634	-3057.5	6964.634	-3050	6964.634	-135
6964.635	-3152.5	6964.635	-2790	6964.635	-2997.5	6964.635	-3027.5	6964.635	-147.5
6964.636	-3122.5	6964.636	-2742.5	6964.636	-2835	6964.636	-2935	6964.636	-137.5
6964.637	-3095	6964.637	-2725	6964.637	-2917.5	6964.637	-3005	6964.637	-132.5
6964.638	-2880	6964.638	-2607.5	6964.638	-2525	6964.638	-2857.5	6964.638	-125
6964.639	-2812.5	6964.639	-2607.5	6964.639	-2485	6964.639	-2810	6964.639	-100
6964.64	-2622.5	6964.64	-2470	6964.64	-2072.5	6964.64	-2637.5	6964.64	-105
6964.641	-2610	6964.641	-2425	6964.641	-2065	6964.641	-2610	6964.641	-80
6964.642	-2475	6964.642	-2455	6964.642	-1945	6964.642	-2480	6964.642	-70
6964.643	-2265	6964.643	-2332.5	6964.643	-1765	6964.643	-2380	6964.643	-62.5
6964.644	-2277.5	6964.644	-2347.5	6964.644	-1657.5	6964.644	-2387.5	6964.644	-57.5
6964.645	-2180	6964.645	-2317.5	6964.645	-1705	6964.645	-2280	6964.645	-62.5
6964.646	-2170	6964.646	-2330	6964.646	-1757.5	6964.646	-2247.5	6964.646	-27.5
6964.647	-2225	6964.647	-2377.5	6964.647	-1755	6964.647	-2292.5	6964.647	-45
6964.648	-2307.5	6964.648	-2390	6964.648	-2002.5	6964.648	-2362.5	6964.648	-60
6964.649	-2347.5	6964.649	-2382.5	6964.649	-2102.5	6964.649	-2377.5	6964.649	-62.5
6964.65	-2500	6964.65	-2452.5	6964.65	-2402.5	6964.65	-2520	6964.65	-42.5
6964.651	-2625	6964.651	-2535	6964.651	-2562.5	6964.651	-2575	6964.651	-55
6964.652	-2645	6964.652	-2470	6964.652	-2682.5	6964.652	-2620	6964.652	-27.5
6964.653	-2767.5	6964.653	-2447.5	6964.653	-2847.5	6964.653	-2630	6964.653	-2.5
6964.654	-2797.5	6964.654	-2362.5	6964.654	-2772.5	6964.654	-2630	6964.654	22.5
6964.655	-2822.5	6964.655	-2460	6964.655	-2850	6964.655	-2717.5	6964.655	20
6964.656	-2862.5	6964.656	-2400	6964.656	-2860	6964.656	-2740	6964.656	40
6964.657	-2837.5	6964.657	-2502.5	6964.657	-2762.5	6964.657	-2762.5	6964.657	0
6964.658	-2800	6964.658	-2517.5	6964.658	-2500	6964.658	-2730	6964.658	0
6964.659	-2630	6964.659	-2340	6964.659	-2322.5	6964.659	-2537.5	6964.659	47.5
6964.66	-2475	6964.66	-2375	6964.66	-2025	6964.66	-2387.5	6964.66	35
6964.661	-2372.5	6964.661	-2415	6964.661	-1997.5	6964.661	-2347.5	6964.661	30
6964.662	-2425	6964.662	-2305	6964.662	-1910	6964.662	-2332.5	6964.662	37.5
6964.663	-2500	6964.663	-2527.5	6964.663	-1932.5	6964.663	-2427.5	6964.663	10
6964.664	-2735	6964.664	-2870	6964.664	-2030	6964.664	-2752.5	6964.664	-80
6964.665	-2860	6964.665	-2940	6964.665	-2290	6964.665	-2837.5	6964.665	-110
6964.666	-3300	6964.666	-3512.5	6964.666	-2647.5	6964.666	-3310	6964.666	-230
6964.667	-3935	6964.667	-4075	6964.667	-3225	6964.667	-3955	6964.667	-377.5
6964.668	-4190	6964.668	-4217.5	6964.668	-3702.5	6964.668	-4130	6964.668	-380
6964.669	-4215	6964.669	-4177.5	6964.669	-3772.5	6964.669	-4117.5	6964.669	-330
6964.67	-4417.5	6964.67	-4265	6964.67	-4150	6964.67	-4302.5	6964.67	-372.5
6964.671	-4232.5	6964.671	-4047.5	6964.671	-4242.5	6964.671	-4187.5	6964.671	-302.5
6964.672	-3580	6964.672	-3337.5	6964.672	-3737.5	6964.672	-3535	6964.672	-92.5
6964.673	-3680	6964.673	-3315	6964.673	-3805	6964.673	-3532.5	6964.673	-85
6964.674	-3675	6964.674	-3152.5	6964.674	-3662.5	6964.674	-3422.5	6964.674	-45
6964.675	-4160	6964.675	-3625	6964.675	-4170	6964.675	-3980	6964.675	-182.5
6964.676	-3947.5	6964.676	-3587.5	6964.676	-4057.5	6964.676	-3752.5	6964.676	-125
6964.677	-3600	6964.677	-3140	6964.677	-3652.5	6964.677	-3377.5	6964.677	-30
6964.678	-3157.5	6964.678	-2670	6964.678	-3120	6964.678	-2952.5	6964.678	82.5
6964.679	-3340	6964.679	-2970	6964.679	-3002.5	6964.679	-3197.5	6964.679	-50
6964.68	-3652.5	6964.68	-3337.5	6964.68	-3087.5	6964.68	-3520	6964.68	-132.5
6964.681	-3717.5	6964.681	-3520	6964.681	-3172.5	6964.681	-3545	6964.681	-170
6964.682	-3430	6964.682	-3302.5	6964.682	-2920	6964.682	-3255	6964.682	-72.5
6964.683	-2870	6964.683	-2850	6964.683	-2410	6964.683	-2705	6964.683	30
6964.684	-2510	6964.684	-2507.5	6964.684	-2072.5	6964.684	-2437.5	6964.684	87.5
6964.685	-2237.5	6964.685	-2375	6964.685	-1797.5	6964.685	-2217.5	6964.685	120
6964.686	-2357.5	6964.686	-2410	6964.686	-1955	6964.686	-2305	6964.686	60
6964.687	-2577.5	6964.687	-2597.5	6964.687	-2057.5	6964.687	-2492.5	6964.687	42.5
6964.688	-2770	6964.688	-2770	6964.688	-2512.5	6964.688	-2672.5	6964.688	-12.5
6964.689	-2892.5	6964.689	-2817.5	6964.689	-2665	6964.689	-2812.5	6964.689	10
6964.69	-3067.5	6964.69	-2910	6964.69	-2837.5	6964.69	-3000	6964.69	-20
6964.691	-3205	6964.691	-2920	6964.691	-3130	6964.691	-3117.5	6964.691	-42.5
6964.692	-3307.5	6964.692	-2992.5	6964.692	-3290	6964.692	-3220	6964.692	-45
6964.693	-3442.5	6964.693	-3162.5	6964.693	-3565	6964.693	-3287.5	6964.693	-25
6964.694	-3480	6964.694	-3117.5	6964.694	-3570	6964.694	-3382.5	6964.694	-62.5
6964.695	-3472.5	6964.695	-3227.5	6964.695	-3560	6964.695	-3377.5	6964.695	-62.5
6964.696	-3520	6964.696	-3200	6964.696	-3690	6964.696	-3440	6964.696	-65
6964.697	-3507.5	6964.697	-3132.5	6964.697	-3615	6964.697	-3375	6964.697	-50
6964.698	-3527.5	6964.698	-3070	6964.698	-3345	6964.698	-3300	6964.698	-52.5
6964.699	-3327.5	6964.699	-3017.5	6964.699	-3142.5	6964.699	-3210	6964.699	-45
6964.7	-3172.5	6964.7	-3005	6964.7	-2890	6964.7	-3085	6964.7	-22.5
6964.701	-3067.5	6964.701	-2955	6964.701	-2830	6964.701	-2962.5	6964.701	-27.5
6964.702	-2975	6964.702	-2877.5	6964.702	-2617.5	6964.702	-2860	6964.702	22.5
6964.703	-2750	6964.703	-2785	6964.703	-2397.5	6964.703	-2760	6964.703	-12.5
6964.704	-2732.5	6964.704	-2772.5	6964.704	-2365	6964.704	-2657.5	6964.704	2.5
6964.705	-2592.5	6964.705	-2705	6964.705	-2202.5	6964.705	-2620	6964.705	5
6964.706	-2587.5	6964.706	-2670	6964.706	-2220	6964.706	-2592.5	6964.706	32.5
6964.707	-2580	6964.707	-2655	6964.707	-2305	6964.707	-2612.5	6964.707	22.5
6964.708	-2642.5	6964.708	-2667.5	6964.708	-2497.5	6964.708	-2642.5	6964.708	35
6964.709	-2752.5	6964.709	-2592.5	6964.709	-2567.5	6964.709	-2660	6964.709	37.5
6964.71	-2760	6964.71	-2650	6964.71	-2852.5	6964.71	-2720	6964.71	52.5
6964.711	-2855	6964.711	-2655	6964.711	-2887.5	6964.711	-2770	6964.711	40
6964.712	-2952.5	6964.712	-2627.5	6964.712	-3160	6964.712	-2865	6964.712	75
6964.713	-2972.5	6964.713	-2625	6964.713	-3300	6964.713	-2872.5	6964.713	65
6964.714	-2952.5	6964.714	-2637.5	6964.714	-3185	6964.714	-2835	6964.714	72.5
6964.715	-2967.5	6964.715	-2592.5	6964.715	-3292.5	6964.715	-2902.5	6964.715	85
6964.716	-3002.5	6964.716	-2512.5	6964.716	-3240	6964.716	-2782.5	6964.716	72.5
6964.717	-2885	6964.717	-2400	6964.717	-2897.5	6964.717	-2735	6964.717	115
6964.718	-2800	6964.718	-2415	6964.718	-2742.5	6964.718	-2647.5	6964.718	102.5
6964.719	-2592.5	6964.719	-2375	6964.719	-2537.5	6964.719	-2482.5	6964.719	117.5
6964.72	-2462.5	6964.72	-2240	6964.72	-2322.5	6964.72	-2362.5	6964.72	117.5
6964.721	-2270	6964.721	-2135	6964.721	-2215	6964.721	-2285	6964.721	130
6964.722	-2175	6964.722	-2050	6964.722	-2075	6964.722	-2127.5	6964.722	165
6964.723	-2010	6964.723	-1990	6964.723	-1737.5	6964.723	-1980	6964.723	160
6964.724	-1975	6964.724	-1925	6964.724	-1657.5	6964.724	-1900	6964.724	167.5
6964.725	-1882.5	6964.725	-1940	6964.725	-1565	6964.725	-1902.5	6964.725	185
6964.726	-1800	6964.726	-1907.5	6964.726	-1655	6964.726	-1905	6964.726	182.5
6964.727	-1807.5	6964.727	-1782.5	6964.727	-1772.5	6964.727	-1845	6964.727	207.5
6964.728	-1857.5	6964.728	-1845	6964.728	-1917.5	6964.728	-1822.5	6964.728	190
6964.729	-1837.5	6964.729	-1815	6964.729	-1962.5	6964.729	-1800	6964.729	200
6964.73	-2050	6964.73	-1875	6964.73	-2220	6964.73	-1817.5	6964.73	210
6964.731	-2080	6964.731	-1835	6964.731	-2265	6964.731	-1917.5	6964.731	227.5
6964.732	-2160	6964.732	-1937.5	6964.732	-2382.5	6964.732	-2012.5	6964.732	207.5
6964.733	-2310	6964.733	-1987.5	6964.733	-2630	6964.733	-2140	6964.733	190
6964.734	-2557.5	6964.734	-2252.5	6964.734	-2862.5	6964.734	-2350	6964.734	147.5
6964.735	-2830	6964.735	-2502.5	6964.735	-2960	6964.735	-2585	6964.735	82.5
6964.736	-1790	6964.736	-1302.5	6964.736	-1905	6964.736	-1275	6964.736	405
6964.737	42.5	6964.737	355	6964.737	-277.5	6964.737	415	6964.737	722.5
6964.738	3407.5	6964.738	3402.5	6964.738	3047.5	6964.738	3460	6964.738	1380
6964.739	6775	6964.739	5955	6964.739	6380	6964.739	5877.5	6964.739	1802.5
6964.74	12605	6964.74	11517.5	6964.74	11667.5	6964.74	11200	6964.74	3062.5
6964.741	18375	6964.741	17530	6964.741	16825	6964.741	17415	6964.741	4777.5
6964.742	27552.5	6964.742	28447.5	6964.742	23610	6964.742	28450	6964.742	8185
6964.743	35802.5	6964.743	39927.5	6964.743	29665	6964.743	40375	6964.743	12005
6964.744	42752.5	6964.744	50302.5	6964.744	33465	6964.744	50047.5	6964.744	14930
6964.745	50837.5	6964.745	61830	6964.745	37782.5	6964.745	60372.5	6964.745	17465
6964.746	62127.5	6964.746	75040	6964.746	45112.5	6964.746	72637.5	6964.746	19760
6964.747	64522.5	6964.747	78202.5	6964.747	31827.5	6964.747	78180	6964.747	20742.5
6964.748	55665	6964.748	74387.5	6964.748	9855	6964.748	72227.5	6964.748	22360
6964.749	12442.5	6964.749	39860	6964.749	7167.5	6964.749	15587.5	6964.749	3375
6964.75	8380	6964.75	-1335	6964.75	9150	6964.75	7802.5	6964.75	-1035
6964.751	9767.5	6964.751	5035	6964.751	9477.5	6964.751	11065	6964.751	1652.5
6964.752	9672.5	6964.752	7615	6964.752	9425	6964.752	12107.5	6964.752	2557.5
6964.753	10190	6964.753	9182.5	6964.753	9932.5	6964.753	12972.5	6964.753	3120
6964.754	9470	6964.754	8920	6964.754	9852.5	6964.754	12502.5	6964.754	3117.5
6964.755	8190	6964.755	7870	6964.755	9162.5	6964.755	11310	6964.755	2980
6964.756	7765	6964.756	7957.5	6964.756	8735	6964.756	11207.5	6964.756	3115
6964.757	8015	6964.757	8472.5	6964.757	8825	6964.757	11475	6964.757	3282.5
6964.758	8507.5	6964.758	9122.5	6964.758	9305	6964.758	11947.5	6964.758	3482.5
6964.759	8777.5	6964.759	9355	6964.759	9510	6964.759	12167.5	6964.759	3575
6964.76	9702.5	6964.76	10450	6964.76	10282.5	6964.76	13157.5	6964.76	3925
6964.761	10965	6964.761	11970	6964.761	10827.5	6964.761	14512.5	6964.761	4375
6964.762	12445	6964.762	13745	6964.762	11652.5	6964.762	16035	6964.762	4862.5
6964.763	14072.5	6964.763	15587.5	6964.763	12427.5	6964.763	17637.5	6964.763	5347.5
6964.764	15667.5	6964.764	17500	6964.764	13170	6964.764	19280	6964.764	5790
6964.765	17097.5	6964.765	19155	6964.765	13687.5	6964.765	20757.5	6964.765	6185
6964.766	18360	6964.766	20615	6964.766	14290	6964.766	21997.5	6964.766	6390
6964.767	19415	6964.767	21662.5	6964.767	14542.5	6964.767	22890	6964.767	6575
6964.768	20167.5	6964.768	22355	6964.768	14732.5	6964.768	23385	6964.768	6620
6964.769	20707.5	6964.769	22857.5	6964.769	14915	6964.769	23610	6964.769	6645
6964.77	21010	6964.77	23060	6964.77	14835	6964.77	23620	6964.77	6637.5
6964.771	21040	6964.771	23087.5	6964.771	14842.5	6964.771	23500	6964.771	6565
6964.772	20995	6964.772	22965	6964.772	14685	6964.772	23295	6964.772	6457.5
6964.773	20805	6964.773	22770	6964.773	14410	6964.773	22832.5	6964.773	6370
6964.774	20525	6964.774	22337.5	6964.774	14357.5	6964.774	22462.5	6964.774	6202.5
6964.775	20310	6964.775	21977.5	6964.775	14107.5	6964.775	21972.5	6964.775	6055
6964.776	19947.5	6964.776	21542.5	6964.776	13887.5	6964.776	21565	6964.776	5925
6964.777	19637.5	6964.777	21052.5	6964.777	13800	6964.777	21132.5	6964.777	5765
6964.778	19232.5	6964.778	20575	6964.778	13765	6964.778	20692.5	6964.778	5625
6964.779	18987.5	6964.779	20070	6964.779	13585	6964.779	20250	6964.779	5482.5
6964.78	18582.5	6964.78	19567.5	6964.78	13387.5	6964.78	19710	6964.78	5317.5
6964.781	18225	6964.781	19015	6964.781	13157.5	6964.781	19187.5	6964.781	5127.5
6964.782	17785	6964.782	18417.5	6964.782	12842.5	6964.782	18625	6964.782	5002.5
6964.783	17452.5	6964.783	17830	6964.783	12710	6964.783	18162.5	6964.783	4837.5
6964.784	16942.5	6964.784	17335	6964.784	12352.5	6964.784	17612.5	6964.784	4700
6964.785	16547.5	6964.785	16782.5	6964.785	12012.5	6964.785	17050	6964.785	4555
6964.786	16035	6964.786	16162.5	6964.786	11645	6964.786	16512.5	6964.786	4377.5
6964.787	15515	6964.787	15590	6964.787	11115	6964.787	15890	6964.787	4287.5
6964.788	14955	6964.788	15060	6964.788	10575	6964.788	15312.5	6964.788	4132.5
6964.789	14340	6964.789	14490	6964.789	9962.5	6964.789	14662.5	6964.789	3980
6964.79	13755	6964.79	13930	6964.79	9460	6964.79	14020	6964.79	3890
6964.791	13230	6964.791	13435	6964.791	8907.5	6964.791	13430	6964.791	3755
6964.792	12735	6964.792	12880	6964.792	8347.5	6964.792	12800	6964.792	3610
6964.793	12147.5	6964.793	12340	6964.793	7902.5	6964.793	12230	6964.793	3500
6964.794	11637.5	6964.794	11885	6964.794	7547.5	6964.794	11640	6964.794	3385
6964.795	11250	6964.795	11377.5	6964.795	7292.5	6964.795	11110	6964.795	3310
6964.796	10767.5	6964.796	10932.5	6964.796	6955	6964.796	10657.5	6964.796	3147.5
6964.797	10420	6964.797	10467.5	6964.797	6877.5	6964.797	10142.5	6964.797	3090
6964.798	10140	6964.798	10062.5	6964.798	6760	6964.798	9830	6964.798	2942.5
6964.799	9802.5	6964.799	9595	6964.799	6637.5	6964.799	9440	6964.799	2860
6964.8	9527.5	6964.8	9172.5	6964.8	6727.5	6964.8	9237.5	6964.8	2745
6964.801	9297.5	6964.801	8725	6964.801	6492.5	6964.801	8815	6964.801	2652.5
6964.802	8972.5	6964.802	8372.5	6964.802	6382.5	6964.802	8517.5	6964.802	2515
6964.803	8795	6964.803	8005	6964.803	6372.5	6964.803	8200	6964.803	2432.5
6964.804	8487.5	6964.804	7567.5	6964.804	6052.5	6964.804	7787.5	6964.804	2320
6964.805	8135	6964.805	7202.5	6964.805	5897.5	6964.805	7380	6964.805	2235
6964.806	7905	6964.806	6840	6964.806	5735	6964.806	6980	6964.806	2140
6964.807	7442.5	6964.807	6352.5	6964.807	5375	6964.807	6630	6964.807	2040
6964.808	7012.5	6964.808	5990	6964.808	4930	6964.808	6270	6964.808	1927.5
6964.809	6575	6964.809	5672.5	6964.809	4525	6964.809	5805	6964.809	1835
6964.81	6142.5	6964.81	5195	6964.81	4152.5	6964.81	5267.5	6964.81	1297.5
6964.811	5667.5	6964.811	4775	6964.811	3777.5	6964.811	4817.5	6964.811	127.5
6964.812	5210	6964.812	4435	6964.812	3380	6964.812	4392.5	6964.812	-720
6964.813	4765	6964.813	3995	6964.813	2947.5	6964.813	3952.5	6964.813	-1367.5
6964.814	4447.5	6964.814	3600	6964.814	2775	6964.814	3577.5	6964.814	-1925
6964.815	4037.5	6964.815	3232.5	6964.815	2512.5	6964.815	3150	6964.815	-2437.5
6964.816	3715	6964.816	2932.5	6964.816	2327.5	6964.816	2875	6964.816	-2865
6964.817	3505	6964.817	2530	6964.817	2247.5	6964.817	2550	6964.817	-3162.5
6964.818	3220	6964.818	2235	6964.818	2162.5	6964.818	2247.5	6964.818	-3372.5
6964.819	2895	6964.819	1917.5	6964.819	2030	6964.819	2005	6964.819	-2925
6964.82	2727.5	6964.82	1640	6964.82	2247.5	6964.82	1760	6964.82	-2640
6964.821	2517.5	6964.821	1290	6964.821	2127.5	6964.821	1607.5	6964.821	-2482.5
6964.822	2227.5	6964.822	952.5	6964.822	2055	6964.822	1285	6964.822	-2340
6964.823	2005	6964.823	645	6964.823	1890	6964.823	977.5	6964.823	-2230
6964.824	1737.5	6964.824	315	6964.824	1785	6964.824	675	6964.824	-2182.5
6964.825	1440	6964.825	-40	6964.825	1572.5	6964.825	335	6964.825	-2165
6964.826	1122.5	6964.826	-347.5	6964.826	1300	6964.826	100	6964.826	-2132.5
6964.827	730	6964.827	-727.5	6964.827	1037.5	6964.827	-300	6964.827	-2125
6964.828	352.5	6964.828	-1022.5	6964.828	555	6964.828	-715	6964.828	-2135
6964.829	-17.5	6964.829	-1420	6964.829	217.5	6964.829	-1127.5	6964.829	-2122.5
6964.83	-450	6964.83	-1787.5	6964.83	-257.5	6964.83	-1590	6964.83	-2140
6964.831	-895	6964.831	-2110	6964.831	-697.5	6964.831	-1965	6964.831	-2142.5
6964.832	-1300	6964.832	-2455	6964.832	-967.5	6964.832	-2385	6964.832	-2137.5
6964.833	-1655	6964.833	-2737.5	6964.833	-1235	6964.833	-2707.5	6964.833	-2147.5
6964.834	-2007.5	6964.834	-3037.5	6964.834	-1500	6964.834	-3092.5	6964.834	-2182.5
6964.835	-2295	6964.835	-3387.5	6964.835	-1785	6964.835	-3432.5	6964.835	-2205
6964.836	-2545	6964.836	-3622.5	6964.836	-1860	6964.836	-3625	6964.836	-2222.5
6964.837	-2847.5	6964.837	-3925	6964.837	-2032.5	6964.837	-3887.5	6964.837	-2215
6964.838	-2945	6964.838	-4052.5	6964.838	-2017.5	6964.838	-4017.5	6964.838	-2242.5
6964.839	-3107.5	6964.839	-4247.5	6964.839	-2025	6964.839	-4172.5	6964.839	-2277.5
6964.84	-3210	6964.84	-4460	6964.84	-2035	6964.84	-4352.5	6964.84	-2295
6964.841	-3325	6964.841	-4672.5	6964.841	-2112.5	6964.841	-4570	6964.841	-2340
6964.842	-3552.5	6964.842	-4875	6964.842	-1980	6964.842	-4625	6964.842	-2342.5
6964.843	-3600	6964.843	-5020	6964.843	-1937.5	6964.843	-4780	6964.843	-2362.5
6964.844	-3777.5	6964.844	-5247.5	6964.844	-2222.5	6964.844	-4980	6964.844	-2387.5
6964.845	-3970	6964.845	-5400	6964.845	-2227.5	6964.845	-5157.5	6964.845	-2387.5
6964.846	-4145	6964.846	-5600	6964.846	-2487.5	6964.846	-5320	6964.846	-2420
6964.847	-4360	6964.847	-5810	6964.847	-2710	6964.847	-5557.5	6964.847	-2427.5
6964.848	-4627.5	6964.848	-5987.5	6964.848	-3072.5	6964.848	-5750	6964.848	-2447.5
6964.849	-4822.5	6964.849	-6200	6964.849	-3387.5	6964.849	-5955	6964.849	-2450
6964.85	-5100	6964.85	-6347.5	6964.85	-3747.5	6964.85	-6207.5	6964.85	-2487.5
6964.851	-5332.5	6964.851	-6585	6964.851	-3905	6964.851	-6465	6964.851	-2505
6964.852	-5625	6964.852	-6702.5	6964.852	-4255	6964.852	-6637.5	6964.852	-2480
6964.853	-5822.5	6964.853	-6835	6964.853	-4540	6964.853	-6900	6964.853	-2485
6964.854	-5995	6964.854	-6955	6964.854	-4635	6964.854	-6997.5	6964.854	-2475
6964.855	-6065	6964.855	-7092.5	6964.855	-4815	6964.855	-7112.5	6964.855	-2480
6964.856	-6310	6964.856	-7162.5	6964.856	-4892.5	6964.856	-7272.5	6964.856	-2472.5
6964.857	-6345	6964.857	-7205	6964.857	-4762.5	6964.857	-7262.5	6964.857	-2445
6964.858	-6355	6964.858	-7270	6964.858	-4610	6964.858	-7265	6964.858	-2465
6964.859	-6330	6964.859	-7327.5	6964.859	-4535	6964.859	-7227.5	6964.859	-2442.5
6964.86	-6247.5	6964.86	-7302.5	6964.86	-4455	6964.86	-7197.5	6964.86	-2445
6964.861	-6260	6964.861	-7332.5	6964.861	-4390	6964.861	-7107.5	6964.861	-2417.5
6964.862	-6182.5	6964.862	-7402.5	6964.862	-4315	6964.862	-7170	6964.862	-2427.5
6964.863	-6187.5	6964.863	-7442.5	6964.863	-4230	6964.863	-7182.5	6964.863	-2407.5
6964.864	-6137.5	6964.864	-7427.5	6964.864	-4245	6964.864	-7175	6964.864	-2377.5
6964.865	-6177.5	6964.865	-7472.5	6964.865	-4127.5	6964.865	-7207.5	6964.865	-2372.5
6964.866	-6177.5	6964.866	-7515	6964.866	-4147.5	6964.866	-7215	6964.866	-2385
6964.867	-6312.5	6964.867	-7552.5	6964.867	-4347.5	6964.867	-7242.5	6964.867	-2342.5
6964.868	-6397.5	6964.868	-7575	6964.868	-4535	6964.868	-7355	6964.868	-2327.5
6964.869	-6520	6964.869	-7642.5	6964.869	-4740	6964.869	-7417.5	6964.869	-2347.5
6964.87	-6670	6964.87	-7677.5	6964.87	-5042.5	6964.87	-7527.5	6964.87	-2317.5
6964.871	-6862.5	6964.871	-7737.5	6964.871	-5200	6964.871	-7662.5	6964.871	-2297.5
6964.872	-6967.5	6964.872	-7757.5	6964.872	-5445	6964.872	-7695	6964.872	-2292.5
6964.873	-7082.5	6964.873	-7752.5	6964.873	-5670	6964.873	-7805	6964.873	-2250
6964.874	-7105	6964.874	-7827.5	6964.874	-5647.5	6964.874	-7792.5	6964.874	-2255
6964.875	-7140	6964.875	-7797.5	6964.875	-5735	6964.875	-7862.5	6964.875	-2212.5
6964.876	-7282.5	6964.876	-7835	6964.876	-5747.5	6964.876	-7902.5	6964.876	-2197.5
6964.877	-7180	6964.877	-7750	6964.877	-5672.5	6964.877	-7897.5	6964.877	-2172.5
6964.878	-7050	6964.878	-7755	6964.878	-5382.5	6964.878	-7760	6964.878	-2142.5
6964.879	-6910	6964.879	-7747.5	6964.879	-5190	6964.879	-7625	6964.879	-2142.5
6964.88	-6822.5	6964.88	-7647.5	6964.88	-4972.5	6964.88	-7585	6964.88	-2110
