C2(X)	C2(Y)	C3(X)	C3(Y)	D1(X)	D1(Y)	D3(X)	D3(Y)	D4(X)	D4(Y)
6954.404	-2062.5	6954.404	-1872.5	6954.404	-1945	6954.404	-1870	6954.404	1115
6954.405	-2122.5	6954.405	-1857.5	6954.405	-2055	6954.405	-1932.5	6954.405	1115
6954.406	-2275	6954.406	-1875	6954.406	-2410	6954.406	-2022.5	6954.406	1125
6954.407	-2340	6954.407	-1850	6954.407	-2487.5	6954.407	-2067.5	6954.407	1097.5
6954.408	-2510	6954.408	-2092.5	6954.408	-2732.5	6954.408	-2235	6954.408	1105
6954.409	-2850	6954.409	-2335	6954.409	-2897.5	6954.409	-2470	6954.409	1030
6954.41	-2730	6954.41	-2155	6954.41	-2730	6954.41	-2210	6954.41	1077.5
6954.411	-1335	6954.411	-682.5	6954.411	-1417.5	6954.411	-720	6954.411	1460
6954.412	1012.5	6954.412	1520	6954.412	710	6954.412	1545	6954.412	1952.5
6954.413	4047.5	6954.413	4080	6954.413	3725	6954.413	4022.5	6954.413	2335
6954.414	7785	6954.414	7190	6954.414	7427.5	6954.414	6945	6954.414	2917.5
6954.415	13672.5	6954.415	12745	6954.415	12670	6954.415	12340	6954.415	4207.5
6954.416	20062.5	6954.416	19597.5	6954.416	18230	6954.416	19357.5	6954.416	6192.5
6954.417	29620	6954.417	31152.5	6954.417	25745	6954.417	31397.5	6954.417	9780
6954.418	37815	6954.418	42647.5	6954.418	31547.5	6954.418	43127.5	6954.418	13475
6954.419	45042.5	6954.419	53495	6954.419	35725	6954.419	53400	6954.419	16487.5
6954.42	52892.5	6954.42	64810	6954.42	40642.5	6954.42	63947.5	6954.42	18945
6954.421	63480	6954.421	77550	6954.421	47222.5	6954.421	75225	6954.421	20860
6954.422	64282.5	6954.422	79612.5	6954.422	31842.5	6954.422	80267.5	6954.422	21907.5
6954.423	55460	6954.423	75352.5	6954.423	11537.5	6954.423	74345	6954.423	22340
6954.424	18147.5	6954.424	51627.5	6954.424	8120	6954.424	17940	6954.424	-190
6954.425	8660	6954.425	-3117.5	6954.425	9232.5	6954.425	8197.5	6954.425	357.5
6954.426	9140	6954.426	3615	6954.426	9287.5	6954.426	11617.5	6954.426	2605
6954.427	8802.5	6954.427	6427.5	6954.427	8800	6954.427	12385	6954.427	3310
6954.428	9650	6954.428	8645	6954.428	9497.5	6954.428	13577.5	6954.428	4000
6954.429	9210	6954.429	8650	6954.429	9570	6954.429	13247.5	6954.429	4055
6954.43	8332.5	6954.43	8060	6954.43	9127.5	6954.43	12470	6954.43	3980
6954.431	8237.5	6954.431	8665	6954.431	8940	6954.431	12610	6954.431	4252.5
6954.432	8535	6954.432	9350	6954.432	8955	6954.432	12960	6954.432	4475
6954.433	8972.5	6954.433	9992.5	6954.433	9342.5	6954.433	13440	6954.433	4655
6954.434	9447.5	6954.434	10625	6954.434	9625	6954.434	13855	6954.434	4820
6954.435	10152.5	6954.435	11507.5	6954.435	10157.5	6954.435	14652.5	6954.435	5150
6954.436	11597.5	6954.436	13097.5	6954.436	11125	6954.436	16060	6954.436	5645
6954.437	13050	6954.437	14942.5	6954.437	11770	6954.437	17582.5	6954.437	6145
6954.438	14600	6954.438	16832.5	6954.438	12587.5	6954.438	19210	6954.438	6637.5
6954.439	16202.5	6954.439	18782.5	6954.439	13427.5	6954.439	20880	6954.439	7092.5
6954.44	17662.5	6954.44	20565	6954.44	14052.5	6954.44	22382.5	6954.44	7465
6954.441	19082.5	6954.441	22117.5	6954.441	14707.5	6954.441	23700	6954.441	7705
6954.442	20192.5	6954.442	23250	6954.442	15277.5	6954.442	24707.5	6954.442	7872.5
6954.443	21057.5	6954.443	24067.5	6954.443	15412.5	6954.443	25330	6954.443	7957.5
6954.444	21630	6954.444	24587.5	6954.444	15602.5	6954.444	25557.5	6954.444	7962.5
6954.445	22022.5	6954.445	24880	6954.445	15707.5	6954.445	25647.5	6954.445	7910
6954.446	22162.5	6954.446	24915	6954.446	15537.5	6954.446	25455	6954.446	7870
6954.447	22120	6954.447	24845	6954.447	15475	6954.447	25230	6954.447	7765
6954.448	22080	6954.448	24570	6954.448	15442.5	6954.448	24892.5	6954.448	7675
6954.449	21840	6954.449	24307.5	6954.449	15287.5	6954.449	24447.5	6954.449	7555
6954.45	21620	6954.45	23945	6954.45	15327.5	6954.45	24000	6954.45	7420
6954.451	21242.5	6954.451	23420	6954.451	14987.5	6954.451	23460	6954.451	7232.5
6954.452	20860	6954.452	22880	6954.452	14812.5	6954.452	23015	6954.452	7090
6954.453	20555	6954.453	22535	6954.453	14805	6954.453	22487.5	6954.453	6947.5
6954.454	20260	6954.454	21957.5	6954.454	14737.5	6954.454	22052.5	6954.454	6760
6954.455	19835	6954.455	21430	6954.455	14505	6954.455	21500	6954.455	6617.5
6954.456	19475	6954.456	20850	6954.456	14482.5	6954.456	20962.5	6954.456	6447.5
6954.457	19100	6954.457	20222.5	6954.457	14180	6954.457	20437.5	6954.457	6315
6954.458	18662.5	6954.458	19625	6954.458	14062.5	6954.458	19800	6954.458	6127.5
6954.459	18290	6954.459	18982.5	6954.459	13760	6954.459	19272.5	6954.459	5952.5
6954.46	17720	6954.46	18450	6954.46	13215	6954.46	18677.5	6954.46	5812.5
6954.461	17235	6954.461	17755	6954.461	12982.5	6954.461	18102.5	6954.461	5637.5
6954.462	16717.5	6954.462	17092.5	6954.462	12562.5	6954.462	17452.5	6954.462	5475
6954.463	16170	6954.463	16460	6954.463	11997.5	6954.463	16750	6954.463	5345
6954.464	15477.5	6954.464	15785	6954.464	11347.5	6954.464	15972.5	6954.464	5195
6954.465	14940	6954.465	15105	6954.465	10795	6954.465	15285	6954.465	5017.5
6954.466	14247.5	6954.466	14490	6954.466	10127.5	6954.466	14637.5	6954.466	4892.5
6954.467	13585	6954.467	13892.5	6954.467	9597.5	6954.467	13937.5	6954.467	4752.5
6954.468	13072.5	6954.468	13265	6954.468	9070	6954.468	13272.5	6954.468	4615
6954.469	12445	6954.469	12672.5	6954.469	8625	6954.469	12615	6954.469	4487.5
6954.47	11985	6954.47	12135	6954.47	8370	6954.47	12140	6954.47	4342.5
6954.471	11477.5	6954.471	11597.5	6954.471	7957.5	6954.471	11562.5	6954.471	4210
6954.472	11060	6954.472	11025	6954.472	7767.5	6954.472	11040	6954.472	4085
6954.473	10712.5	6954.473	10642.5	6954.473	7577.5	6954.473	10635	6954.473	3977.5
6954.474	10412.5	6954.474	10187.5	6954.474	7397.5	6954.474	10202.5	6954.474	3877.5
6954.475	10107.5	6954.475	9810	6954.475	7305	6954.475	9780	6954.475	3727.5
6954.476	9772.5	6954.476	9365	6954.476	7317.5	6954.476	9467.5	6954.476	3612.5
6954.477	9440	6954.477	8967.5	6954.477	7037.5	6954.477	9047.5	6954.477	3490
6954.478	9105	6954.478	8585	6954.478	6880	6954.478	8757.5	6954.478	3385
6954.479	8857.5	6954.479	8157.5	6954.479	6782.5	6954.479	8457.5	6954.479	3272.5
6954.48	8507.5	6954.48	7757.5	6954.48	6487.5	6954.48	7980	6954.48	3170
6954.481	8197.5	6954.481	7372.5	6954.481	6275	6954.481	7577.5	6954.481	3035
6954.482	7850	6954.482	7012.5	6954.482	6077.5	6954.482	7207.5	6954.482	2942.5
6954.483	7367.5	6954.483	6620	6954.483	5770	6954.483	6722.5	6954.483	2830
6954.484	6995	6954.484	6087.5	6954.484	5360	6954.484	6260	6954.484	2730
6954.485	6612.5	6954.485	5837.5	6954.485	5005	6954.485	5850	6954.485	2615
6954.486	6147.5	6954.486	5392.5	6954.486	4452.5	6954.486	5337.5	6954.486	2510
6954.487	5735	6954.487	4990	6954.487	4177.5	6954.487	4922.5	6954.487	2385
6954.488	5180	6954.488	4620	6954.488	3652.5	6954.488	4475	6954.488	2267.5
6954.489	4897.5	6954.489	4257.5	6954.489	3395	6954.489	4105	6954.489	2187.5
6954.49	4512.5	6954.49	3817.5	6954.49	3312.5	6954.49	3735	6954.49	2067.5
6954.491	4167.5	6954.491	3530	6954.491	3002.5	6954.491	3330	6954.491	1967.5
6954.492	3865	6954.492	3282.5	6954.492	2875	6954.492	3105	6954.492	1857.5
6954.493	3612.5	6954.493	2892.5	6954.493	3057.5	6954.493	2837.5	6954.493	1740
6954.494	3385	6954.494	2625	6954.494	2950	6954.494	2512.5	6954.494	1657.5
6954.495	3187.5	6954.495	2347.5	6954.495	2877.5	6954.495	2267.5	6954.495	1542.5
6954.496	3042.5	6954.496	2085	6954.496	3122.5	6954.496	2042.5	6954.496	1417.5
6954.497	2790	6954.497	1775	6954.497	2952.5	6954.497	1757.5	6954.497	1322.5
6954.498	2610	6954.498	1472.5	6954.498	3035	6954.498	1562.5	6954.498	1220
6954.499	2412.5	6954.499	1170	6954.499	2742.5	6954.499	1280	6954.499	1107.5
6954.5	2110	6954.5	797.5	6954.5	2457.5	6954.5	957.5	6954.5	1020
6954.501	1825	6954.501	432.5	6954.501	2470	6954.501	602.5	6954.501	910
6954.502	1507.5	6954.502	167.5	6954.502	2340	6954.502	272.5	6954.502	812.5
6954.503	1112.5	6954.503	-227.5	6954.503	1840	6954.503	-80	6954.503	700
6954.504	765	6954.504	-517.5	6954.504	1305	6954.504	-507.5	6954.504	617.5
6954.505	375	6954.505	-887.5	6954.505	1030	6954.505	-885	6954.505	455
6954.506	-62.5	6954.506	-1225	6954.506	550	6954.506	-1277.5	6954.506	410
6954.507	-482.5	6954.507	-1600	6954.507	162.5	6954.507	-1660	6954.507	287.5
6954.508	-855	6954.508	-1995	6954.508	-222.5	6954.508	-2085	6954.508	200
6954.509	-1175	6954.509	-2215	6954.509	-457.5	6954.509	-2472.5	6954.509	125
6954.51	-1515	6954.51	-2535	6954.51	-577.5	6954.51	-2760	6954.51	12.5
6954.511	-1775	6954.511	-2860	6954.511	-827.5	6954.511	-3045	6954.511	-92.5
6954.512	-2065	6954.512	-3072.5	6954.512	-967.5	6954.512	-3305	6954.512	-195
6954.513	-2167.5	6954.513	-3332.5	6954.513	-1030	6954.513	-3515	6954.513	-267.5
6954.514	-2335	6954.514	-3642.5	6954.514	-985	6954.514	-3730	6954.514	-347.5
6954.515	-2540	6954.515	-3780	6954.515	-915	6954.515	-3835	6954.515	-442.5
6954.516	-2635	6954.516	-4025	6954.516	-902.5	6954.516	-4032.5	6954.516	-532.5
6954.517	-2797.5	6954.517	-4217.5	6954.517	-1122.5	6954.517	-4230	6954.517	-590
6954.518	-2887.5	6954.518	-4440	6954.518	-1032.5	6954.518	-4360	6954.518	-647.5
6954.519	-3077.5	6954.519	-4590	6954.519	-1040	6954.519	-4527.5	6954.519	-722.5
6954.52	-3210	6954.52	-4857.5	6954.52	-1185	6954.52	-4712.5	6954.52	-800
6954.521	-3377.5	6954.521	-4987.5	6954.521	-1425	6954.521	-4887.5	6954.521	-860
6954.522	-3565	6954.522	-5212.5	6954.522	-1472.5	6954.522	-5102.5	6954.522	-892.5
6954.523	-3855	6954.523	-5427.5	6954.523	-1682.5	6954.523	-5312.5	6954.523	-967.5
6954.524	-4195	6954.524	-5662.5	6954.524	-2162.5	6954.524	-5507.5	6954.524	-1047.5
6954.525	-4452.5	6954.525	-5852.5	6954.525	-2510	6954.525	-5795	6954.525	-1085
6954.526	-4730	6954.526	-6057.5	6954.526	-2920	6954.526	-6077.5	6954.526	-1152.5
6954.527	-4997.5	6954.527	-6162.5	6954.527	-3165	6954.527	-6342.5	6954.527	-1162.5
6954.528	-5260	6954.528	-6457.5	6954.528	-3427.5	6954.528	-6582.5	6954.528	-1250
6954.529	-5477.5	6954.529	-6587.5	6954.529	-3680	6954.529	-6787.5	6954.529	-1280
6954.53	-5602.5	6954.53	-6802.5	6954.53	-3655	6954.53	-6925	6954.53	-1345
6954.531	-5830	6954.531	-6792.5	6954.531	-3915	6954.531	-7097.5	6954.531	-1340
6954.532	-5875	6954.532	-6927.5	6954.532	-3922.5	6954.532	-7217.5	6954.532	-1405
6954.533	-5962.5	6954.533	-7035	6954.533	-3892.5	6954.533	-7180	6954.533	-1427.5
6954.534	-5962.5	6954.534	-7187.5	6954.534	-3792.5	6954.534	-7247.5	6954.534	-1477.5
6954.535	-5877.5	6954.535	-7230	6954.535	-3735	6954.535	-7302.5	6954.535	-1487.5
6954.536	-5920	6954.536	-7192.5	6954.536	-3492.5	6954.536	-7252.5	6954.536	-1525
6954.537	-5942.5	6954.537	-7350	6954.537	-3530	6954.537	-7277.5	6954.537	-1542.5
6954.538	-5935	6954.538	-7292.5	6954.538	-3395	6954.538	-7272.5	6954.538	-1552.5
6954.539	-5900	6954.539	-7377.5	6954.539	-3270	6954.539	-7335	6954.539	-1582.5
6954.54	-5955	6954.54	-7402.5	6954.54	-3342.5	6954.54	-7305	6954.54	-1600
6954.541	-6085	6954.541	-7505	6954.541	-3430	6954.541	-7370	6954.541	-1637.5
6954.542	-6112.5	6954.542	-7492.5	6954.542	-3525	6954.542	-7417.5	6954.542	-1642.5
6954.543	-6255	6954.543	-7557.5	6954.543	-3717.5	6954.543	-7530	6954.543	-1645
6954.544	-6412.5	6954.544	-7720	6954.544	-3935	6954.544	-7650	6954.544	-1677.5
6954.545	-6547.5	6954.545	-7775	6954.545	-4160	6954.545	-7740	6954.545	-1697.5
6954.546	-6747.5	6954.546	-7822.5	6954.546	-4407.5	6954.546	-7917.5	6954.546	-1737.5
6954.547	-6855	6954.547	-7932.5	6954.547	-4615	6954.547	-8005	6954.547	-1717.5
6954.548	-6992.5	6954.548	-7962.5	6954.548	-4745	6954.548	-8182.5	6954.548	-1742.5
6954.549	-7150	6954.549	-8030	6954.549	-5102.5	6954.549	-8257.5	6954.549	-1752.5
6954.55	-7125	6954.55	-8047.5	6954.55	-5055	6954.55	-8322.5	6954.55	-1762.5
6954.551	-7165	6954.551	-7982.5	6954.551	-4922.5	6954.551	-8330	6954.551	-1782.5
6954.552	-7162.5	6954.552	-8085	6954.552	-4932.5	6954.552	-8390	6954.552	-1780
6954.553	-7140	6954.553	-8042.5	6954.553	-4735	6954.553	-8292.5	6954.553	-1790
6954.554	-6997.5	6954.554	-7947.5	6954.554	-4585	6954.554	-8182.5	6954.554	-1790
6954.555	-6907.5	6954.555	-7935	6954.555	-4520	6954.555	-8112.5	6954.555	-1787.5
6954.556	-6815	6954.556	-7922.5	6954.556	-4200	6954.556	-7977.5	6954.556	-1790
6954.557	-6735	6954.557	-7870	6954.557	-4185	6954.557	-7940	6954.557	-1805
6954.558	-6672.5	6954.558	-7867.5	6954.558	-3922.5	6954.558	-7865	6954.558	-1805
6954.559	-6587.5	6954.559	-7857.5	6954.559	-3695	6954.559	-7705	6954.559	-1805
6954.56	-6602.5	6954.56	-7862.5	6954.56	-3710	6954.56	-7725	6954.56	-1805
6954.561	-6495	6954.561	-7745	6954.561	-3710	6954.561	-7700	6954.561	-1800
6954.562	-6490	6954.562	-7795	6954.562	-3870	6954.562	-7695	6954.562	-1807.5
6954.563	-6557.5	6954.563	-7792.5	6954.563	-4147.5	6954.563	-7735	6954.563	-1810
6954.564	-6635	6954.564	-7787.5	6954.564	-4130	6954.564	-7847.5	6954.564	-1790
6954.565	-6705	6954.565	-7827.5	6954.565	-4417.5	6954.565	-7860	6954.565	-1795
6954.566	-6857.5	6954.566	-7830	6954.566	-4680	6954.566	-7930	6954.566	-1785
6954.567	-6962.5	6954.567	-7847.5	6954.567	-4742.5	6954.567	-8025	6954.567	-1787.5
6954.568	-7012.5	6954.568	-7872.5	6954.568	-4852.5	6954.568	-8040	6954.568	-1780
6954.569	-7052.5	6954.569	-7880	6954.569	-4975	6954.569	-8080	6954.569	-1772.5
6954.57	-7067.5	6954.57	-7800	6954.57	-4925	6954.57	-8080	6954.57	-1780
6954.571	-7087.5	6954.571	-7780	6954.571	-4940	6954.571	-8140	6954.571	-1775
6954.572	-7055	6954.572	-7752.5	6954.572	-4732.5	6954.572	-8122.5	6954.572	-1785
6954.573	-6912.5	6954.573	-7720	6954.573	-4650	6954.573	-8030	6954.573	-1802.5
6954.574	-6792.5	6954.574	-7600	6954.574	-4372.5	6954.574	-7852.5	6954.574	-1787.5
6954.575	-6742.5	6954.575	-7527.5	6954.575	-4092.5	6954.575	-7752.5	6954.575	-1747.5
6954.576	-6647.5	6954.576	-7480	6954.576	-3765	6954.576	-7645	6954.576	-1762.5
6954.577	-6510	6954.577	-7375	6954.577	-3700	6954.577	-7577.5	6954.577	-1752.5
6954.578	-6337.5	6954.578	-7310	6954.578	-3595	6954.578	-7430	6954.578	-1735
6954.579	-6217.5	6954.579	-7282.5	6954.579	-3305	6954.579	-7240	6954.579	-1717.5
6954.58	-6172.5	6954.58	-7182.5	6954.58	-3365	6954.58	-7220	6954.58	-1715
6954.581	-6190	6954.581	-7175	6954.581	-3277.5	6954.581	-7170	6954.581	-1712.5
6954.582	-6060	6954.582	-7112.5	6954.582	-3365	6954.582	-7145	6954.582	-1687.5
6954.583	-6155	6954.583	-7147.5	6954.583	-3492.5	6954.583	-7157.5	6954.583	-1672.5
6954.584	-6167.5	6954.584	-7117.5	6954.584	-3602.5	6954.584	-7242.5	6954.584	-1700
6954.585	-6192.5	6954.585	-7132.5	6954.585	-3800	6954.585	-7152.5	6954.585	-1670
6954.586	-6325	6954.586	-7112.5	6954.586	-4127.5	6954.586	-7300	6954.586	-1655
6954.587	-6357.5	6954.587	-7072.5	6954.587	-4232.5	6954.587	-7277.5	6954.587	-1630
6954.588	-6435	6954.588	-7147.5	6954.588	-4370	6954.588	-7357.5	6954.588	-1637.5
6954.589	-6490	6954.589	-7127.5	6954.589	-4540	6954.589	-7407.5	6954.589	-1627.5
6954.59	-6415	6954.59	-7040	6954.59	-4355	6954.59	-7365	6954.59	-1617.5
6954.591	-6477.5	6954.591	-7017.5	6954.591	-4402.5	6954.591	-7435	6954.591	-1600
6954.592	-6425	6954.592	-6945	6954.592	-4297.5	6954.592	-7300	6954.592	-1580
6954.593	-6322.5	6954.593	-6927.5	6954.593	-4095	6954.593	-7242.5	6954.593	-1575
6954.594	-6152.5	6954.594	-6757.5	6954.594	-3807.5	6954.594	-7052.5	6954.594	-1542.5
6954.595	-6047.5	6954.595	-6685	6954.595	-3417.5	6954.595	-6942.5	6954.595	-1532.5
6954.596	-5882.5	6954.596	-6675	6954.596	-3260	6954.596	-6837.5	6954.596	-1552.5
6954.597	-5827.5	6954.597	-6660	6954.597	-3255	6954.597	-6720	6954.597	-1522.5
6954.598	-5595	6954.598	-6547.5	6954.598	-2987.5	6954.598	-6570	6954.598	-1497.5
6954.599	-5442.5	6954.599	-6465	6954.599	-2747.5	6954.599	-6445	6954.599	-1495
6954.6	-5425	6954.6	-6387.5	6954.6	-2950	6954.6	-6385	6954.6	-1475
6954.601	-5312.5	6954.601	-6377.5	6954.601	-2732.5	6954.601	-6302.5	6954.601	-1477.5
6954.602	-5317.5	6954.602	-6362.5	6954.602	-2917.5	6954.602	-6247.5	6954.602	-1475
6954.603	-5345	6954.603	-6392.5	6954.603	-3082.5	6954.603	-6310	6954.603	-1472.5
6954.604	-5435	6954.604	-6362.5	6954.604	-3135	6954.604	-6430	6954.604	-1465
6954.605	-5450	6954.605	-6337.5	6954.605	-3187.5	6954.605	-6400	6954.605	-1487.5
6954.606	-5635	6954.606	-6327.5	6954.606	-3565	6954.606	-6525	6954.606	-1445
6954.607	-5682.5	6954.607	-6352.5	6954.607	-3712.5	6954.607	-6520	6954.607	-1445
6954.608	-5660	6954.608	-6295	6954.608	-3825	6954.608	-6572.5	6954.608	-1455
6954.609	-5792.5	6954.609	-6262.5	6954.609	-3942.5	6954.609	-6685	6954.609	-1425
6954.61	-5722.5	6954.61	-6260	6954.61	-3820	6954.61	-6660	6954.61	-1397.5
6954.611	-5772.5	6954.611	-6222.5	6954.611	-3850	6954.611	-6662.5	6954.611	-1412.5
6954.612	-5727.5	6954.612	-6117.5	6954.612	-3725	6954.612	-6597.5	6954.612	-1377.5
6954.613	-5640	6954.613	-6130	6954.613	-3630	6954.613	-6520	6954.613	-1395
6954.614	-5475	6954.614	-6005	6954.614	-3357.5	6954.614	-6405	6954.614	-1362.5
6954.615	-5367.5	6954.615	-5950	6954.615	-3207.5	6954.615	-6272.5	6954.615	-1362.5
6954.616	-5172.5	6954.616	-5810	6954.616	-3012.5	6954.616	-6157.5	6954.616	-1350
6954.617	-5122.5	6954.617	-5800	6954.617	-2905	6954.617	-6112.5	6954.617	-1345
6954.618	-4965	6954.618	-5727.5	6954.618	-2840	6954.618	-5982.5	6954.618	-1337.5
6954.619	-4862.5	6954.619	-5717.5	6954.619	-2667.5	6954.619	-5915	6954.619	-1325
6954.62	-4832.5	6954.62	-5602.5	6954.62	-2797.5	6954.62	-5902.5	6954.62	-1330
6954.621	-4722.5	6954.621	-5592.5	6954.621	-2595	6954.621	-5750	6954.621	-1317.5
6954.622	-4725	6954.622	-5602.5	6954.622	-2612.5	6954.622	-5710	6954.622	-1285
6954.623	-4730	6954.623	-5610	6954.623	-2720	6954.623	-5790	6954.623	-1270
6954.624	-4795	6954.624	-5580	6954.624	-2952.5	6954.624	-5817.5	6954.624	-1285
6954.625	-4882.5	6954.625	-5517.5	6954.625	-3075	6954.625	-5842.5	6954.625	-1250
6954.626	-4995	6954.626	-5535	6954.626	-3255	6954.626	-5930	6954.626	-1257.5
6954.627	-5042.5	6954.627	-5565	6954.627	-3362.5	6954.627	-6017.5	6954.627	-1265
6954.628	-5165	6954.628	-5590	6954.628	-3655	6954.628	-6100	6954.628	-1245
6954.629	-5165	6954.629	-5527.5	6954.629	-3710	6954.629	-6122.5	6954.629	-1260
6954.63	-5172.5	6954.63	-5442.5	6954.63	-3747.5	6954.63	-6140	6954.63	-1232.5
6954.631	-5072.5	6954.631	-5425	6954.631	-3655	6954.631	-6095	6954.631	-1222.5
6954.632	-5060	6954.632	-5382.5	6954.632	-3660	6954.632	-6105	6954.632	-1222.5
6954.633	-4977.5	6954.633	-5312.5	6954.633	-3550	6954.633	-5985	6954.633	-1200
6954.634	-4827.5	6954.634	-5260	6954.634	-3130	6954.634	-5877.5	6954.634	-1187.5
6954.635	-4685	6954.635	-5232.5	6954.635	-2937.5	6954.635	-5817.5	6954.635	-1177.5
6954.636	-4497.5	6954.636	-5115	6954.636	-2762.5	6954.636	-5562.5	6954.636	-1172.5
6954.637	-4460	6954.637	-5007.5	6954.637	-2570	6954.637	-5560	6954.637	-1150
6954.638	-4435	6954.638	-4987.5	6954.638	-2495	6954.638	-5485	6954.638	-1125
6954.639	-4260	6954.639	-4915	6954.639	-2355	6954.639	-5360	6954.639	-1110
6954.64	-4222.5	6954.64	-4907.5	6954.64	-2485	6954.64	-5372.5	6954.64	-1090
6954.641	-4155	6954.641	-4860	6954.641	-2322.5	6954.641	-5315	6954.641	-1062.5
6954.642	-4107.5	6954.642	-4862.5	6954.642	-2455	6954.642	-5270	6954.642	-1075
6954.643	-4092.5	6954.643	-4817.5	6954.643	-2407.5	6954.643	-5345	6954.643	-1057.5
6954.644	-4152.5	6954.644	-4830	6954.644	-2642.5	6954.644	-5370	6954.644	-1067.5
6954.645	-4232.5	6954.645	-4810	6954.645	-2697.5	6954.645	-5397.5	6954.645	-1047.5
6954.646	-4370	6954.646	-4805	6954.646	-3105	6954.646	-5550	6954.646	-1052.5
6954.647	-4480	6954.647	-4890	6954.647	-3075	6954.647	-5585	6954.647	-1007.5
6954.648	-4510	6954.648	-4887.5	6954.648	-3477.5	6954.648	-5645	6954.648	-1025
6954.649	-4587.5	6954.649	-4857.5	6954.649	-3590	6954.649	-5662.5	6954.649	-1000
6954.65	-4555	6954.65	-4817.5	6954.65	-3357.5	6954.65	-5672.5	6954.65	-995
6954.651	-4560	6954.651	-4795	6954.651	-3672.5	6954.651	-5637.5	6954.651	-985
6954.652	-4585	6954.652	-4765	6954.652	-3535	6954.652	-5642.5	6954.652	-987.5
6954.653	-4505	6954.653	-4675	6954.653	-3255	6954.653	-5492.5	6954.653	-967.5
6954.654	-4337.5	6954.654	-4627.5	6954.654	-3032.5	6954.654	-5320	6954.654	-937.5
6954.655	-4265	6954.655	-4497.5	6954.655	-2710	6954.655	-5137.5	6954.655	-942.5
6954.656	-4060	6954.656	-4430	6954.656	-2625	6954.656	-4962.5	6954.656	-910
6954.657	-3987.5	6954.657	-4372.5	6954.657	-2537.5	6954.657	-4837.5	6954.657	-885
6954.658	-3790	6954.658	-4325	6954.658	-2405	6954.658	-4712.5	6954.658	-882.5
6954.659	-3650	6954.659	-4250	6954.659	-2070	6954.659	-4545	6954.659	-875
6954.66	-3700	6954.66	-4167.5	6954.66	-2162.5	6954.66	-4462.5	6954.66	-880
6954.661	-3575	6954.661	-4100	6954.661	-2105	6954.661	-4357.5	6954.661	-857.5
6954.662	-3565	6954.662	-4140	6954.662	-2177.5	6954.662	-4310	6954.662	-827.5
6954.663	-3610	6954.663	-4087.5	6954.663	-2252.5	6954.663	-4315	6954.663	-837.5
6954.664	-3660	6954.664	-4122.5	6954.664	-2510	6954.664	-4347.5	6954.664	-835
6954.665	-3737.5	6954.665	-4105	6954.665	-2682.5	6954.665	-4340	6954.665	-810
6954.666	-3807.5	6954.666	-4107.5	6954.666	-2880	6954.666	-4500	6954.666	-827.5
6954.667	-3885	6954.667	-4142.5	6954.667	-3095	6954.667	-4435	6954.667	-805
6954.668	-3957.5	6954.668	-4077.5	6954.668	-3160	6954.668	-4507.5	6954.668	-785
6954.669	-4035	6954.669	-4087.5	6954.669	-3447.5	6954.669	-4517.5	6954.669	-770
6954.67	-3950	6954.67	-4062.5	6954.67	-3167.5	6954.67	-4402.5	6954.67	-760
6954.671	-4115	6954.671	-4042.5	6954.671	-3322.5	6954.671	-4445	6954.671	-775
6954.672	-3907.5	6954.672	-3985	6954.672	-3332.5	6954.672	-4307.5	6954.672	-752.5
6954.673	-3952.5	6954.673	-3862.5	6954.673	-3070	6954.673	-4190	6954.673	-705
6954.674	-3760	6954.674	-3840	6954.674	-2735	6954.674	-4030	6954.674	-727.5
6954.675	-3690	6954.675	-3707.5	6954.675	-2590	6954.675	-3955	6954.675	-685
6954.676	-3540	6954.676	-3610	6954.676	-2372.5	6954.676	-3757.5	6954.676	-690
6954.677	-3445	6954.677	-3597.5	6954.677	-2292.5	6954.677	-3655	6954.677	-680
6954.678	-3267.5	6954.678	-3495	6954.678	-2157.5	6954.678	-3490	6954.678	-662.5
6954.679	-3182.5	6954.679	-3422.5	6954.679	-1962.5	6954.679	-3335	6954.679	-670
6954.68	-3202.5	6954.68	-3362.5	6954.68	-2082.5	6954.68	-3302.5	6954.68	-650
6954.681	-3037.5	6954.681	-3347.5	6954.681	-2027.5	6954.681	-3185	6954.681	-652.5
6954.682	-3010	6954.682	-3315	6954.682	-1982.5	6954.682	-3145	6954.682	-632.5
6954.683	-3037.5	6954.683	-3320	6954.683	-2222.5	6954.683	-3235	6954.683	-647.5
6954.684	-3125	6954.684	-3287.5	6954.684	-2485	6954.684	-3282.5	6954.684	-650
6954.685	-3150	6954.685	-3262.5	6954.685	-2405	6954.685	-3300	6954.685	-642.5
6954.686	-3327.5	6954.686	-3280	6954.686	-2730	6954.686	-3370	6954.686	-632.5
6954.687	-3365	6954.687	-3325	6954.687	-2940	6954.687	-3355	6954.687	-620
6954.688	-3435	6954.688	-3297.5	6954.688	-3055	6954.688	-3360	6954.688	-640
6954.689	-3527.5	6954.689	-3295	6954.689	-3192.5	6954.689	-3520	6954.689	-612.5
6954.69	-3540	6954.69	-3187.5	6954.69	-3022.5	6954.69	-3430	6954.69	-637.5
6954.691	-3535	6954.691	-3192.5	6954.691	-3270	6954.691	-3432.5	6954.691	-610
6954.692	-3462.5	6954.692	-3182.5	6954.692	-3042.5	6954.692	-3357.5	6954.692	-622.5
6954.693	-3447.5	6954.693	-3135	6954.693	-2910	6954.693	-3275	6954.693	-625
