A1(X)	A1(Y)	A2(X)	A2(Y)	A3(X)	A3(Y)	B2(X)	B2(Y)	B3(X)	B3(Y)
6945.993	-2640	6945.993	-3147.5	6945.993	-1985	6945.993	-1157.5	6945.993	-1402.5
6945.994	-2497.5	6945.994	-3090	6945.994	-1990	6945.994	-1080	6945.994	-1400
6945.995	-2400	6945.995	-3000	6945.995	-1945	6945.995	-985	6945.995	-1342.5
6945.996	-2452.5	6945.996	-2935	6945.996	-1970	6945.996	-1005	6945.996	-1350
6945.997	-2467.5	6945.997	-2902.5	6945.997	-1920	6945.997	-977.5	6945.997	-1300
6945.998	-2492.5	6945.998	-2840	6945.998	-1905	6945.998	-1042.5	6945.998	-1337.5
6945.999	-2522.5	6945.999	-2930	6945.999	-1920	6945.999	-1035	6945.999	-1345
6946	-2480	6946	-3020	6946	-1922.5	6946	-1102.5	6946	-1357.5
6946.001	-2542.5	6946.001	-3102.5	6946.001	-1940	6946.001	-1187.5	6946.001	-1365
6946.002	-2702.5	6946.002	-3230	6946.002	-1937.5	6946.002	-1230	6946.002	-1380
6946.003	-2707.5	6946.003	-3202.5	6946.003	-1912.5	6946.003	-1257.5	6946.003	-1362.5
6946.004	-2722.5	6946.004	-3325	6946.004	-1937.5	6946.004	-1355	6946.004	-1390
6946.005	-2782.5	6946.005	-3442.5	6946.005	-1907.5	6946.005	-1400	6946.005	-1385
6946.006	-2705	6946.006	-3432.5	6946.006	-1902.5	6946.006	-1432.5	6946.006	-1392.5
6946.007	-2705	6946.007	-3440	6946.007	-1867.5	6946.007	-1457.5	6946.007	-1357.5
6946.008	-2692.5	6946.008	-3435	6946.008	-1887.5	6946.008	-1407.5	6946.008	-1387.5
6946.009	-2652.5	6946.009	-3317.5	6946.009	-1800	6946.009	-1395	6946.009	-1275
6946.01	-2545	6946.01	-3320	6946.01	-1805	6946.01	-1380	6946.01	-1290
6946.011	-2505	6946.011	-3192.5	6946.011	-1792.5	6946.011	-1310	6946.011	-1272.5
6946.012	-2422.5	6946.012	-3017.5	6946.012	-1740	6946.012	-1317.5	6946.012	-1200
6946.013	-2490	6946.013	-2935	6946.013	-1737.5	6946.013	-1235	6946.013	-1197.5
6946.014	-2395	6946.014	-2830	6946.014	-1687.5	6946.014	-1275	6946.014	-1170
6946.015	-2285	6946.015	-2752.5	6946.015	-1697.5	6946.015	-1182.5	6946.015	-1170
6946.016	-2250	6946.016	-2745	6946.016	-1690	6946.016	-1250	6946.016	-1150
6946.017	-2172.5	6946.017	-2655	6946.017	-1662.5	6946.017	-1217.5	6946.017	-1142.5
6946.018	-2265	6946.018	-2650	6946.018	-1647.5	6946.018	-1155	6946.018	-1142.5
6946.019	-2295	6946.019	-2710	6946.019	-1682.5	6946.019	-1247.5	6946.019	-1175
6946.02	-2347.5	6946.02	-2695	6946.02	-1662.5	6946.02	-1295	6946.02	-1210
6946.021	-2395	6946.021	-2787.5	6946.021	-1665	6946.021	-1300	6946.021	-1177.5
6946.022	-2482.5	6946.022	-2905	6946.022	-1682.5	6946.022	-1422.5	6946.022	-1220
6946.023	-2457.5	6946.023	-2897.5	6946.023	-1665	6946.023	-1475	6946.023	-1212.5
6946.024	-2540	6946.024	-3015	6946.024	-1677.5	6946.024	-1482.5	6946.024	-1225
6946.025	-2600	6946.025	-3097.5	6946.025	-1667.5	6946.025	-1537.5	6946.025	-1250
6946.026	-2545	6946.026	-3087.5	6946.026	-1630	6946.026	-1505	6946.026	-1215
6946.027	-2557.5	6946.027	-3140	6946.027	-1637.5	6946.027	-1585	6946.027	-1232.5
6946.028	-2550	6946.028	-3115	6946.028	-1630	6946.028	-1550	6946.028	-1227.5
6946.029	-2415	6946.029	-2957.5	6946.029	-1520	6946.029	-1497.5	6946.029	-1115
6946.03	-2380	6946.03	-2872.5	6946.03	-1550	6946.03	-1490	6946.03	-1112.5
6946.031	-2250	6946.031	-2857.5	6946.031	-1525	6946.031	-1402.5	6946.031	-1135
6946.032	-2187.5	6946.032	-2690	6946.032	-1482.5	6946.032	-1337.5	6946.032	-1082.5
6946.033	-2117.5	6946.033	-2612.5	6946.033	-1460	6946.033	-1345	6946.033	-1047.5
6946.034	-2032.5	6946.034	-2525	6946.034	-1437.5	6946.034	-1295	6946.034	-1042.5
6946.035	-2042.5	6946.035	-2442.5	6946.035	-1450	6946.035	-1307.5	6946.035	-1055
6946.036	-2030	6946.036	-2427.5	6946.036	-1432.5	6946.036	-1300	6946.036	-1005
6946.037	-2047.5	6946.037	-2360	6946.037	-1427.5	6946.037	-1292.5	6946.037	-1027.5
6946.038	-1967.5	6946.038	-2295	6946.038	-1422.5	6946.038	-1227.5	6946.038	-1035
6946.039	-2032.5	6946.039	-2322.5	6946.039	-1410	6946.039	-1255	6946.039	-1010
6946.04	-2127.5	6946.04	-2457.5	6946.04	-1435	6946.04	-1312.5	6946.04	-1042.5
6946.041	-2137.5	6946.041	-2472.5	6946.041	-1447.5	6946.041	-1372.5	6946.041	-1052.5
6946.042	-2257.5	6946.042	-2672.5	6946.042	-1410	6946.042	-1412.5	6946.042	-1072.5
6946.043	-2285	6946.043	-2697.5	6946.043	-1437.5	6946.043	-1462.5	6946.043	-1122.5
6946.044	-2390	6946.044	-2735	6946.044	-1452.5	6946.044	-1537.5	6946.044	-1122.5
6946.045	-2372.5	6946.045	-2797.5	6946.045	-1402.5	6946.045	-1552.5	6946.045	-1107.5
6946.046	-2315	6946.046	-2807.5	6946.046	-1415	6946.046	-1572.5	6946.046	-1105
6946.047	-2340	6946.047	-2792.5	6946.047	-1422.5	6946.047	-1562.5	6946.047	-1110
6946.048	-2305	6946.048	-2842.5	6946.048	-1400	6946.048	-1580	6946.048	-1110
6946.049	-2237.5	6946.049	-2702.5	6946.049	-1352.5	6946.049	-1527.5	6946.049	-1050
6946.05	-2120	6946.05	-2670	6946.05	-1340	6946.05	-1495	6946.05	-1060
6946.051	-2110	6946.051	-2562.5	6946.051	-1310	6946.051	-1410	6946.051	-972.5
6946.052	-2052.5	6946.052	-2387.5	6946.052	-1272.5	6946.052	-1315	6946.052	-910
6946.053	-1977.5	6946.053	-2310	6946.053	-1230	6946.053	-1357.5	6946.053	-892.5
6946.054	-1915	6946.054	-2260	6946.054	-1220	6946.054	-1260	6946.054	-905
6946.055	-1842.5	6946.055	-2205	6946.055	-1242.5	6946.055	-1282.5	6946.055	-915
6946.056	-1942.5	6946.056	-2180	6946.056	-1240	6946.056	-1217.5	6946.056	-920
6946.057	-1765	6946.057	-2050	6946.057	-1227.5	6946.057	-1242.5	6946.057	-907.5
6946.058	-1812.5	6946.058	-2070	6946.058	-1212.5	6946.058	-1212.5	6946.058	-922.5
6946.059	-1777.5	6946.059	-2107.5	6946.059	-1207.5	6946.059	-1265	6946.059	-942.5
6946.06	-1797.5	6946.06	-2177.5	6946.06	-1222.5	6946.06	-1297.5	6946.06	-927.5
6946.061	-1855	6946.061	-2202.5	6946.061	-1197.5	6946.061	-1270	6946.061	-952.5
6946.062	-1935	6946.062	-2297.5	6946.062	-1227.5	6946.062	-1355	6946.062	-985
6946.063	-2012.5	6946.063	-2375	6946.063	-1190	6946.063	-1387.5	6946.063	-960
6946.064	-2012.5	6946.064	-2460	6946.064	-1215	6946.064	-1392.5	6946.064	-982.5
6946.065	-2062.5	6946.065	-2555	6946.065	-1215	6946.065	-1535	6946.065	-975
6946.066	-2120	6946.066	-2537.5	6946.066	-1150	6946.066	-1467.5	6946.066	-967.5
6946.067	-2115	6946.067	-2630	6946.067	-1172.5	6946.067	-1435	6946.067	-980
6946.068	-2117.5	6946.068	-2535	6946.068	-1170	6946.068	-1467.5	6946.068	-965
6946.069	-1990	6946.069	-2490	6946.069	-1160	6946.069	-1422.5	6946.069	-927.5
6946.07	-1952.5	6946.07	-2345	6946.07	-1127.5	6946.07	-1397.5	6946.07	-935
6946.071	-1865	6946.071	-2277.5	6946.071	-1085	6946.071	-1332.5	6946.071	-852.5
6946.072	-1842.5	6946.072	-2190	6946.072	-1072.5	6946.072	-1287.5	6946.072	-865
6946.073	-1775	6946.073	-2167.5	6946.073	-1055	6946.073	-1260	6946.073	-852.5
6946.074	-1767.5	6946.074	-1997.5	6946.074	-1062.5	6946.074	-1235	6946.074	-842.5
6946.075	-1637.5	6946.075	-1855	6946.075	-997.5	6946.075	-1105	6946.075	-795
6946.076	-1662.5	6946.076	-1857.5	6946.076	-1017.5	6946.076	-1180	6946.076	-805
6946.077	-1635	6946.077	-1747.5	6946.077	-977.5	6946.077	-1090	6946.077	-765
6946.078	-1575	6946.078	-1690	6946.078	-875	6946.078	-1002.5	6946.078	-687.5
6946.079	-1415	6946.079	-1567.5	6946.079	-757.5	6946.079	-912.5	6946.079	-592.5
6946.08	-1640	6946.08	-1822.5	6946.08	-1015	6946.08	-1150	6946.08	-822.5
6946.081	-1727.5	6946.081	-1992.5	6946.081	-1087.5	6946.081	-1285	6946.081	-885
6946.082	-1932.5	6946.082	-2277.5	6946.082	-1195	6946.082	-1477.5	6946.082	-1057.5
6946.083	-2037.5	6946.083	-2337.5	6946.083	-1205	6946.083	-1475	6946.083	-1080
6946.084	-2037.5	6946.084	-2327.5	6946.084	-1122.5	6946.084	-1460	6946.084	-980
6946.085	-2250	6946.085	-2590	6946.085	-1322.5	6946.085	-1652.5	6946.085	-1182.5
6946.086	-2090	6946.086	-2452.5	6946.086	-1147.5	6946.086	-1547.5	6946.086	-1022.5
6946.087	-1912.5	6946.087	-2322.5	6946.087	-1010	6946.087	-1397.5	6946.087	-897.5
6946.088	-2252.5	6946.088	-2637.5	6946.088	-1302.5	6946.088	-1680	6946.088	-1165
6946.089	-2035	6946.089	-2540	6946.089	-1145	6946.089	-1530	6946.089	-1002.5
6946.09	-1695	6946.09	-1922.5	6946.09	-627.5	6946.09	-1020	6946.09	-527.5
6946.091	-595	6946.091	-852.5	6946.091	415	6946.091	45	6946.091	560
6946.092	155	6946.092	-65	6946.092	1082.5	6946.092	682.5	6946.092	1215
6946.093	-202.5	6946.093	-522.5	6946.093	552.5	6946.093	265	6946.093	690
6946.094	-922.5	6946.094	-1115	6946.094	-282.5	6946.094	-430	6946.094	-135
6946.095	-1607.5	6946.095	-1765	6946.095	-975	6946.095	-1112.5	6946.095	-797.5
6946.096	-1867.5	6946.096	-1940	6946.096	-1272.5	6946.096	-1342.5	6946.096	-1117.5
6946.097	-1890	6946.097	-2025	6946.097	-1355	6946.097	-1360	6946.097	-1187.5
6946.098	-1962.5	6946.098	-2017.5	6946.098	-1337.5	6946.098	-1432.5	6946.098	-1182.5
6946.099	-2162.5	6946.099	-2217.5	6946.099	-1500	6946.099	-1650	6946.099	-1347.5
6946.1	-2785	6946.1	-2885	6946.1	-2095	6946.1	-2210	6946.1	-1942.5
6946.101	-2382.5	6946.101	-2550	6946.101	-1632.5	6946.101	-1760	6946.101	-1517.5
6946.102	-3170	6946.102	-3332.5	6946.102	-2365	6946.102	-2517.5	6946.102	-2215
6946.103	-3712.5	6946.103	-3965	6946.103	-2920	6946.103	-3117.5	6946.103	-2817.5
6946.104	-4167.5	6946.104	-4477.5	6946.104	-3387.5	6946.104	-3607.5	6946.104	-3287.5
6946.105	-4435	6946.105	-4785	6946.105	-3605	6946.105	-3860	6946.105	-3495
6946.106	-4492.5	6946.106	-4772.5	6946.106	-3570	6946.106	-3912.5	6946.106	-3487.5
6946.107	-4035	6946.107	-4367.5	6946.107	-3022.5	6946.107	-3397.5	6946.107	-2940
6946.108	-3655	6946.108	-4005	6946.108	-2605	6946.108	-3005	6946.108	-2520
6946.109	-3455	6946.109	-3832.5	6946.109	-2530	6946.109	-2915	6946.109	-2432.5
6946.11	-3632.5	6946.11	-3942.5	6946.11	-2855	6946.11	-3110	6946.11	-2740
6946.111	-3737.5	6946.111	-4002.5	6946.111	-3020	6946.111	-3287.5	6946.111	-2922.5
6946.112	-3882.5	6946.112	-4127.5	6946.112	-3210	6946.112	-3387.5	6946.112	-3070
6946.113	-3985	6946.113	-4087.5	6946.113	-3327.5	6946.113	-3482.5	6946.113	-3215
6946.114	-4015	6946.114	-4065	6946.114	-3365	6946.114	-3507.5	6946.114	-3232.5
6946.115	-3912.5	6946.115	-3967.5	6946.115	-3307.5	6946.115	-3365	6946.115	-3210
6946.116	-3852.5	6946.116	-3800	6946.116	-3217.5	6946.116	-3292.5	6946.116	-3065
6946.117	-3762.5	6946.117	-3712.5	6946.117	-3100	6946.117	-3167.5	6946.117	-2985
6946.118	-3735	6946.118	-3742.5	6946.118	-3032.5	6946.118	-3105	6946.118	-2922.5
6946.119	-3742.5	6946.119	-3710	6946.119	-3030	6946.119	-3097.5	6946.119	-2885
6946.12	-3732.5	6946.12	-3715	6946.12	-2917.5	6946.12	-3030	6946.12	-2847.5
6946.121	-3700	6946.121	-3722.5	6946.121	-2882.5	6946.121	-2985	6946.121	-2787.5
6946.122	-3645	6946.122	-3750	6946.122	-2820	6946.122	-3010	6946.122	-2750
6946.123	-3715	6946.123	-3735	6946.123	-2740	6946.123	-2962.5	6946.123	-2685
6946.124	-3667.5	6946.124	-3830	6946.124	-2692.5	6946.124	-2942.5	6946.124	-2627.5
6946.125	-3595	6946.125	-3810	6946.125	-2670	6946.125	-2890	6946.125	-2627.5
6946.126	-3610	6946.126	-3760	6946.126	-2595	6946.126	-2830	6946.126	-2565
6946.127	-3550	6946.127	-3732.5	6946.127	-2545	6946.127	-2757.5	6946.127	-2482.5
6946.128	-3542.5	6946.128	-3725	6946.128	-2472.5	6946.128	-2700	6946.128	-2427.5
6946.129	-3377.5	6946.129	-3565	6946.129	-2402.5	6946.129	-2637.5	6946.129	-2390
6946.13	-3277.5	6946.13	-3392.5	6946.13	-2352.5	6946.13	-2445	6946.13	-2302.5
6946.131	-3242.5	6946.131	-3312.5	6946.131	-2310	6946.131	-2442.5	6946.131	-2235
6946.132	-3030	6946.132	-3200	6946.132	-2265	6946.132	-2287.5	6946.132	-2210
6946.133	-2990	6946.133	-3150	6946.133	-2230	6946.133	-2230	6946.133	-2122.5
6946.134	-2905	6946.134	-2957.5	6946.134	-2130	6946.134	-2182.5	6946.134	-2032.5
6946.135	-2900	6946.135	-2827.5	6946.135	-2092.5	6946.135	-2065	6946.135	-2005
6946.136	-2802.5	6946.136	-2775	6946.136	-2082.5	6946.136	-2042.5	6946.136	-2037.5
6946.137	-2765	6946.137	-2715	6946.137	-2020	6946.137	-1995	6946.137	-2007.5
6946.138	-2807.5	6946.138	-2635	6946.138	-1987.5	6946.138	-1910	6946.138	-1927.5
6946.139	-2770	6946.139	-2735	6946.139	-2007.5	6946.139	-1887.5	6946.139	-1942.5
6946.14	-2745	6946.14	-2745	6946.14	-1955	6946.14	-1942.5	6946.14	-1912.5
6946.141	-2730	6946.141	-2765	6946.141	-1935	6946.141	-1930	6946.141	-1887.5
6946.142	-2780	6946.142	-2870	6946.142	-1902.5	6946.142	-1977.5	6946.142	-1842.5
6946.143	-2862.5	6946.143	-2865	6946.143	-1920	6946.143	-1962.5	6946.143	-1855
6946.144	-2872.5	6946.144	-2930	6946.144	-1855	6946.144	-1937.5	6946.144	-1827.5
6946.145	-2987.5	6946.145	-3047.5	6946.145	-1847.5	6946.145	-1902.5	6946.145	-1860
6946.146	-2802.5	6946.146	-2940	6946.146	-1785	6946.146	-1845	6946.146	-1732.5
6946.147	-2762.5	6946.147	-2947.5	6946.147	-1760	6946.147	-1792.5	6946.147	-1742.5
6946.148	-2745	6946.148	-2817.5	6946.148	-1672.5	6946.148	-1770	6946.148	-1655
6946.149	-2710	6946.149	-2702.5	6946.149	-1622.5	6946.149	-1657.5	6946.149	-1585
6946.15	-2595	6946.15	-2590	6946.15	-1560	6946.15	-1597.5	6946.15	-1532.5
6946.151	-2340	6946.151	-2490	6946.151	-1537.5	6946.151	-1515	6946.151	-1485
6946.152	-2347.5	6946.152	-2365	6946.152	-1502.5	6946.152	-1420	6946.152	-1450
6946.153	-2272.5	6946.153	-2267.5	6946.153	-1447.5	6946.153	-1332.5	6946.153	-1392.5
6946.154	-2127.5	6946.154	-2127.5	6946.154	-1382.5	6946.154	-1237.5	6946.154	-1342.5
6946.155	-2107.5	6946.155	-2017.5	6946.155	-1355	6946.155	-1105	6946.155	-1270
6946.156	-1992.5	6946.156	-1982.5	6946.156	-1315	6946.156	-1067.5	6946.156	-1222.5
6946.157	-1980	6946.157	-1907.5	6946.157	-1262.5	6946.157	-987.5	6946.157	-1177.5
6946.158	-1910	6946.158	-1777.5	6946.158	-1197.5	6946.158	-962.5	6946.158	-1110
6946.159	-1975	6946.159	-1785	6946.159	-1182.5	6946.159	-942.5	6946.159	-1087.5
6946.16	-2062.5	6946.16	-1872.5	6946.16	-1167.5	6946.16	-907.5	6946.16	-1105
6946.161	-2210	6946.161	-2002.5	6946.161	-1172.5	6946.161	-955	6946.161	-1042.5
6946.162	-2452.5	6946.162	-2367.5	6946.162	-1342.5	6946.162	-1177.5	6946.162	-1235
6946.163	-2797.5	6946.163	-2865	6946.163	-1537.5	6946.163	-1430	6946.163	-1375
6946.164	-2472.5	6946.164	-2522.5	6946.164	-855	6946.164	-772.5	6946.164	-655
6946.165	-1340	6946.165	-1400	6946.165	402.5	6946.165	622.5	6946.165	652.5
6946.166	1027.5	6946.166	802.5	6946.166	2537.5	6946.166	3147.5	6946.166	2775
6946.167	3925	6946.167	3290	6946.167	3972.5	6946.167	5240	6946.167	4057.5
6946.168	8212.5	6946.168	7457.5	6946.168	7377.5	6946.168	9107.5	6946.168	7207.5
6946.169	13992.5	6946.169	13047.5	6946.169	13220	6946.169	14872.5	6946.169	13010
6946.17	21170	6946.17	20175	6946.17	22275	6946.17	22757.5	6946.17	22295
6946.171	30672.5	6946.171	29930	6946.171	34307.5	6946.171	33305	6946.171	34710
6946.172	38172.5	6946.172	38332.5	6946.172	43967.5	6946.172	41527.5	6946.172	44535
6946.173	44060	6946.173	45305	6946.173	52232.5	6946.173	48547.5	6946.173	52897.5
6946.174	49060	6946.174	51890	6946.174	60622.5	6946.174	56435	6946.174	61562.5
6946.175	55685	6946.175	60732.5	6946.175	73122.5	6946.175	64837.5	6946.175	74592.5
6946.176	57962.5	6946.176	63847.5	6946.176	47220	6946.176	45580	6946.176	44357.5
6946.177	57395	6946.177	63247.5	6946.177	29397.5	6946.177	44847.5	6946.177	22395
6946.178	49815	6946.178	53417.5	6946.178	24580	6946.178	39180	6946.178	18715
6946.179	34547.5	6946.179	27012.5	6946.179	4685	6946.179	13692.5	6946.179	1830
6946.18	15810	6946.18	12457.5	6946.18	4740	6946.18	5582.5	6946.18	2272.5
6946.181	11310	6946.181	9995	6946.181	4975	6946.181	5797.5	6946.181	2867.5
6946.182	12145	6946.182	11297.5	6946.182	7060	6946.182	7272.5	6946.182	5075
6946.183	11352.5	6946.183	10377.5	6946.183	6800	6946.183	6732.5	6946.183	5055
6946.184	10025	6946.184	9505	6946.184	6610	6946.184	5910	6946.184	4907.5
6946.185	9595	6946.185	9695	6946.185	7335	6946.185	5965	6946.185	5582.5
6946.186	9635	6946.186	10040	6946.186	7947.5	6946.186	6075	6946.186	6087.5
6946.187	9862.5	6946.187	10357.5	6946.187	8202.5	6946.187	6185	6946.187	6330
6946.188	10192.5	6946.188	10597.5	6946.188	8270	6946.188	6302.5	6946.188	6372.5
6946.189	10610	6946.189	10955	6946.189	8625	6946.189	6670	6946.189	6700
6946.19	11975	6946.19	12372.5	6946.19	9800	6946.19	7982.5	6946.19	7835
6946.191	13307.5	6946.191	13745	6946.191	10922.5	6946.191	9355	6946.191	8930
6946.192	14842.5	6946.192	15177.5	6946.192	12085	6946.192	10927.5	6946.192	10102.5
6946.193	16192.5	6946.193	16705	6946.193	13285	6946.193	12552.5	6946.193	11270
6946.194	17570	6946.194	18177.5	6946.194	14570	6946.194	14277.5	6946.194	12542.5
6946.195	18762.5	6946.195	19540	6946.195	15720	6946.195	15855	6946.195	13700
6946.196	19597.5	6946.196	20552.5	6946.196	16732.5	6946.196	17242.5	6946.196	14745
6946.197	20380	6946.197	21412.5	6946.197	17627.5	6946.197	18422.5	6946.197	15672.5
6946.198	20797.5	6946.198	22070	6946.198	18360	6946.198	19352.5	6946.198	16420
6946.199	21272.5	6946.199	22465	6946.199	18915	6946.199	20032.5	6946.199	16997.5
6946.2	21477.5	6946.2	22637.5	6946.2	19240	6946.2	20480	6946.2	17367.5
6946.201	21582.5	6946.201	22770	6946.201	19467.5	6946.201	20790	6946.201	17587.5
6946.202	21505	6946.202	22662.5	6946.202	19527.5	6946.202	20897.5	6946.202	17682.5
6946.203	21442.5	6946.203	22540	6946.203	19512.5	6946.203	20972.5	6946.203	17682.5
6946.204	21260	6946.204	22280	6946.204	19345	6946.204	20810	6946.204	17567.5
6946.205	20980	6946.205	22012.5	6946.205	19180	6946.205	20667.5	6946.205	17425
6946.206	20815	6946.206	21660	6946.206	18905	6946.206	20395	6946.206	17182.5
6946.207	20502.5	6946.207	21325	6946.207	18615	6946.207	20170	6946.207	16942.5
6946.208	20137.5	6946.208	20942.5	6946.208	18225	6946.208	19805	6946.208	16547.5
6946.209	19807.5	6946.209	20552.5	6946.209	17867.5	6946.209	19360	6946.209	16225
6946.21	19377.5	6946.21	20265	6946.21	17410	6946.21	18997.5	6946.21	15802.5
6946.211	19082.5	6946.211	19860	6946.211	16950	6946.211	18555	6946.211	15365
6946.212	18642.5	6946.212	19450	6946.212	16545	6946.212	18105	6946.212	14950
6946.213	18270	6946.213	18990	6946.213	16032.5	6946.213	17642.5	6946.213	14485
6946.214	17815	6946.214	18590	6946.214	15562.5	6946.214	17195	6946.214	14072.5
6946.215	17362.5	6946.215	18190	6946.215	15095	6946.215	16667.5	6946.215	13625
6946.216	16850	6946.216	17650	6946.216	14620	6946.216	16182.5	6946.216	13125
6946.217	16357.5	6946.217	17255	6946.217	14127.5	6946.217	15687.5	6946.217	12682.5
6946.218	15850	6946.218	16775	6946.218	13650	6946.218	15165	6946.218	12202.5
6946.219	15367.5	6946.219	16160	6946.219	13162.5	6946.219	14672.5	6946.219	11705
6946.22	14875	6946.22	15560	6946.22	12677.5	6946.22	14122.5	6946.22	11257.5
6946.221	14387.5	6946.221	15010	6946.221	12230	6946.221	13607.5	6946.221	10862.5
6946.222	13900	6946.222	14447.5	6946.222	11792.5	6946.222	13027.5	6946.222	10377.5
6946.223	13480	6946.223	13842.5	6946.223	11350	6946.223	12492.5	6946.223	9972.5
6946.224	12987.5	6946.224	13380	6946.224	11007.5	6946.224	12067.5	6946.224	9657.5
6946.225	12507.5	6946.225	12867.5	6946.225	10580	6946.225	11532.5	6946.225	9255
6946.226	12005	6946.226	12372.5	6946.226	10175	6946.226	11122.5	6946.226	8845
6946.227	11745	6946.227	11887.5	6946.227	9795	6946.227	10697.5	6946.227	8482.5
6946.228	11232.5	6946.228	11555	6946.228	9457.5	6946.228	10280	6946.228	8150
6946.229	10930	6946.229	11145	6946.229	9130	6946.229	9947.5	6946.229	7855
6946.23	10667.5	6946.23	10895	6946.23	8777.5	6946.23	9587.5	6946.23	7510
6946.231	10382.5	6946.231	10600	6946.231	8485	6946.231	9295	6946.231	7265
6946.232	10092.5	6946.232	10377.5	6946.232	8152.5	6946.232	8987.5	6946.232	6917.5
6946.233	9785	6946.233	10130	6946.233	7875	6946.233	8652.5	6946.233	6675
6946.234	9465	6946.234	9800	6946.234	7562.5	6946.234	8342.5	6946.234	6370
6946.235	9110	6946.235	9530	6946.235	7275	6946.235	8062.5	6946.235	6122.5
6946.236	8877.5	6946.236	9145	6946.236	6950	6946.236	7735	6946.236	5842.5
6946.237	8565	6946.237	8905	6946.237	6672.5	6946.237	7442.5	6946.237	5587.5
6946.238	8190	6946.238	8565	6946.238	6390	6946.238	7100	6946.238	5320
6946.239	7732.5	6946.239	8152.5	6946.239	6095	6946.239	6685	6946.239	5047.5
6946.24	7480	6946.24	7720	6946.24	5790	6946.24	6260	6946.24	4772.5
6946.241	7035	6946.241	7275	6946.241	5502.5	6946.241	5832.5	6946.241	4490
6946.242	6527.5	6946.242	6822.5	6946.242	5205	6946.242	5397.5	6946.242	4180
6946.243	6227.5	6946.243	6392.5	6946.243	4950	6946.243	4892.5	6946.243	3980
6946.244	5812.5	6946.244	6007.5	6946.244	4655	6946.244	4442.5	6946.244	3725
6946.245	5355	6946.245	5502.5	6946.245	4345	6946.245	3970	6946.245	3430
6946.246	5165	6946.246	5262.5	6946.246	4115	6946.246	3650	6946.246	3185
6946.247	4695	6946.247	4805	6946.247	3802.5	6946.247	3142.5	6946.247	2937.5
6946.248	4480	6946.248	4512.5	6946.248	3562.5	6946.248	2860	6946.248	2695
6946.249	4217.5	6946.249	4205	6946.249	3287.5	6946.249	2510	6946.249	2465
6946.25	3902.5	6946.25	4007.5	6946.25	3017.5	6946.25	2142.5	6946.25	2242.5
6946.251	3625	6946.251	3735	6946.251	2765	6946.251	1827.5	6946.251	1972.5
6946.252	3375	6946.252	3492.5	6946.252	2550	6946.252	1475	6946.252	1792.5
6946.253	3190	6946.253	3210	6946.253	2252.5	6946.253	1220	6946.253	1517.5
6946.254	2900	6946.254	3017.5	6946.254	2000	6946.254	895	6946.254	1302.5
6946.255	2632.5	6946.255	2765	6946.255	1752.5	6946.255	585	6946.255	1090
6946.256	2345	6946.256	2510	6946.256	1497.5	6946.256	232.5	6946.256	852.5
6946.257	2030	6946.257	2237.5	6946.257	1235	6946.257	-112.5	6946.257	642.5
6946.258	1822.5	6946.258	1917.5	6946.258	980	6946.258	-455	6946.258	345
6946.259	1400	6946.259	1552.5	6946.259	700	6946.259	-825	6946.259	115
6946.26	1002.5	6946.26	1255	6946.26	437.5	6946.26	-1160	6946.26	-145
6946.261	722.5	6946.261	880	6946.261	207.5	6946.261	-1492.5	6946.261	-355
6946.262	422.5	6946.262	435	6946.262	-82.5	6946.262	-1830	6946.262	-617.5
6946.263	10	6946.263	45	6946.263	-317.5	6946.263	-2202.5	6946.263	-860
6946.264	-222.5	6946.264	-315	6946.264	-600	6946.264	-2552.5	6946.264	-1152.5
6946.265	-525	6946.265	-617.5	6946.265	-837.5	6946.265	-2827.5	6946.265	-1327.5
6946.266	-755	6946.266	-945	6946.266	-1042.5	6946.266	-3142.5	6946.266	-1590
6946.267	-997.5	6946.267	-1262.5	6946.267	-1280	6946.267	-3432.5	6946.267	-1800
6946.268	-1375	6946.268	-1475	6946.268	-1495	6946.268	-3720	6946.268	-1957.5
6946.269	-1352.5	6946.269	-1730	6946.269	-1685	6946.269	-3845	6946.269	-2175
6946.27	-1637.5	6946.27	-1837.5	6946.27	-1892.5	6946.27	-4022.5	6946.27	-2335
6946.271	-1825	6946.271	-2045	6946.271	-2110	6946.271	-4240	6946.271	-2550
6946.272	-2032.5	6946.272	-2152.5	6946.272	-2332.5	6946.272	-4495	6946.272	-2762.5
6946.273	-2165	6946.273	-2352.5	6946.273	-2530	6946.273	-4642.5	6946.273	-2925
6946.274	-2320	6946.274	-2520	6946.274	-2682.5	6946.274	-4770	6946.274	-3095
6946.275	-2432.5	6946.275	-2702.5	6946.275	-2870	6946.275	-4980	6946.275	-3260
6946.276	-2765	6946.276	-2945	6946.276	-3042.5	6946.276	-5152.5	6946.276	-3385
6946.277	-2897.5	6946.277	-3082.5	6946.277	-3240	6946.277	-5342.5	6946.277	-3600
6946.278	-3095	6946.278	-3215	6946.278	-3400	6946.278	-5507.5	6946.278	-3702.5
6946.279	-3292.5	6946.279	-3455	6946.279	-3592.5	6946.279	-5715	6946.279	-3925
6946.28	-3495	6946.28	-3700	6946.28	-3742.5	6946.28	-5892.5	6946.28	-4062.5
6946.281	-3745	6946.281	-3950	6946.281	-3905	6946.281	-6130	6946.281	-4187.5
6946.282	-3970	6946.282	-4250	6946.282	-4060	6946.282	-6285	6946.282	-4347.5
