F4(X)	F4(Y)	F5(X)	F5(Y)	G2(X)	G2(Y)	G3(X)	G3(Y)
6939.984	-1345	6939.984	5695	6939.984	-2445	6939.984	302.5
6939.985	-1325	6939.985	5690	6939.985	-2430	6939.985	405
6939.986	-1310	6939.986	5780	6939.986	-2272.5	6939.986	485
6939.987	-1272.5	6939.987	5762.5	6939.987	-2257.5	6939.987	607.5
6939.988	-1250	6939.988	5817.5	6939.988	-2195	6939.988	655
6939.989	-1232.5	6939.989	5842.5	6939.989	-2050	6939.989	732.5
6939.99	-1202.5	6939.99	5865	6939.99	-1985	6939.99	852.5
6939.991	-1167.5	6939.991	5985	6939.991	-1902.5	6939.991	890
6939.992	-1120	6939.992	5990	6939.992	-1807.5	6939.992	922.5
6939.993	-1130	6939.993	6025	6939.993	-1800	6939.993	1030
6939.994	-1127.5	6939.994	6070	6939.994	-1692.5	6939.994	1065
6939.995	-1090	6939.995	6070	6939.995	-1717.5	6939.995	1105
6939.996	-1077.5	6939.996	6077.5	6939.996	-1767.5	6939.996	1057.5
6939.997	-1052.5	6939.997	6077.5	6939.997	-1805	6939.997	1047.5
6939.998	-1025	6939.998	6192.5	6939.998	-1827.5	6939.998	1020
6939.999	-1055	6939.999	6197.5	6939.999	-1917.5	6939.999	1007.5
6940	-1062.5	6940	6250	6940	-2005	6940	967.5
6940.001	-1045	6940.001	6297.5	6940.001	-2117.5	6940.001	935
6940.002	-1037.5	6940.002	6355	6940.002	-2137.5	6940.002	970
6940.003	-1022.5	6940.003	6467.5	6940.003	-2132.5	6940.003	990
6940.004	-1000	6940.004	6550	6940.004	-2107.5	6940.004	997.5
6940.005	-972.5	6940.005	6567.5	6940.005	-2045	6940.005	1060
6940.006	-952.5	6940.006	6580	6940.006	-1962.5	6940.006	1072.5
6940.007	-950	6940.007	6657.5	6940.007	-1837.5	6940.007	1095
6940.008	-907.5	6940.008	6767.5	6940.008	-1672.5	6940.008	1202.5
6940.009	-882.5	6940.009	6770	6940.009	-1557.5	6940.009	1235
6940.01	-882.5	6940.01	6812.5	6940.01	-1465	6940.01	1237.5
6940.011	-825	6940.011	6855	6940.011	-1270	6940.011	1350
6940.012	-832.5	6940.012	6932.5	6940.012	-1182.5	6940.012	1352.5
6940.013	-800	6940.013	6910	6940.013	-1142.5	6940.013	1382.5
6940.014	-782.5	6940.014	6902.5	6940.014	-1092.5	6940.014	1422.5
6940.015	-790	6940.015	6897.5	6940.015	-1010	6940.015	1342.5
6940.016	-805	6940.016	6860	6940.016	-1052.5	6940.016	1275
6940.017	-790	6940.017	6877.5	6940.017	-1052.5	6940.017	1235
6940.018	-777.5	6940.018	6872.5	6940.018	-1060	6940.018	1160
6940.019	-740	6940.019	6870	6940.019	-1077.5	6940.019	1147.5
6940.02	-745	6940.02	6915	6940.02	-1135	6940.02	1115
6940.021	-772.5	6940.021	6950	6940.021	-1147.5	6940.021	1102.5
6940.022	-765	6940.022	7010	6940.022	-1255	6940.022	1037.5
6940.023	-740	6940.023	7035	6940.023	-1180	6940.023	1012.5
6940.024	-727.5	6940.024	7122.5	6940.024	-1200	6940.024	947.5
6940.025	-730	6940.025	7205	6940.025	-1112.5	6940.025	967.5
6940.026	-685	6940.026	7227.5	6940.026	-987.5	6940.026	997.5
6940.027	-690	6940.027	7222.5	6940.027	-855	6940.027	1055
6940.028	-662.5	6940.028	7190	6940.028	-722.5	6940.028	1050
6940.029	-605	6940.029	7280	6940.029	-557.5	6940.029	1112.5
6940.03	-617.5	6940.03	7172.5	6940.03	-455	6940.03	1170
6940.031	-590	6940.031	7345	6940.031	-315	6940.031	1152.5
6940.032	-595	6940.032	7325	6940.032	-190	6940.032	1157.5
6940.033	-580	6940.033	7405	6940.033	-125	6940.033	1165
6940.034	-587.5	6940.034	7495	6940.034	-32.5	6940.034	1202.5
6940.035	-572.5	6940.035	7450	6940.035	-15	6940.035	1147.5
6940.036	-585	6940.036	7397.5	6940.036	25	6940.036	1067.5
6940.037	-577.5	6940.037	7412.5	6940.037	0	6940.037	1032.5
6940.038	-577.5	6940.038	7380	6940.038	-20	6940.038	1000
6940.039	-587.5	6940.039	7330	6940.039	-125	6940.039	892.5
6940.04	-595	6940.04	7372.5	6940.04	-190	6940.04	842.5
6940.041	-565	6940.041	7420	6940.041	-232.5	6940.041	727.5
6940.042	-582.5	6940.042	7455	6940.042	-290	6940.042	777.5
6940.043	-580	6940.043	7537.5	6940.043	-200	6940.043	735
6940.044	-567.5	6940.044	7565	6940.044	-212.5	6940.044	710
6940.045	-550	6940.045	7592.5	6940.045	-155	6940.045	650
6940.046	-535	6940.046	7585	6940.046	-57.5	6940.046	707.5
6940.047	-495	6940.047	7710	6940.047	127.5	6940.047	770
6940.048	-487.5	6940.048	7682.5	6940.048	235	6940.048	767.5
6940.049	-505	6940.049	7712.5	6940.049	412.5	6940.049	810
6940.05	-475	6940.05	7657.5	6940.05	492.5	6940.05	790
6940.051	-415	6940.051	7730	6940.051	652.5	6940.051	882.5
6940.052	-412.5	6940.052	7762.5	6940.052	727.5	6940.052	922.5
6940.053	-415	6940.053	7847.5	6940.053	760	6940.053	882.5
6940.054	-422.5	6940.054	7867.5	6940.054	852.5	6940.054	890
6940.055	-405	6940.055	7892.5	6940.055	895	6940.055	827.5
6940.056	-397.5	6940.056	7785	6940.056	810	6940.056	752.5
6940.057	-412.5	6940.057	7790	6940.057	730	6940.057	672.5
6940.058	-435	6940.058	7782.5	6940.058	692.5	6940.058	620
6940.059	-427.5	6940.059	7827.5	6940.059	612.5	6940.059	567.5
6940.06	-445	6940.06	7882.5	6940.06	527.5	6940.06	510
6940.061	-467.5	6940.061	7860	6940.061	480	6940.061	360
6940.062	-462.5	6940.062	7832.5	6940.062	475	6940.062	335
6940.063	-447.5	6940.063	7862.5	6940.063	540	6940.063	340
6940.064	-422.5	6940.064	7892.5	6940.064	487.5	6940.064	345
6940.065	-397.5	6940.065	7875	6940.065	567.5	6940.065	347.5
6940.066	-420	6940.066	7982.5	6940.066	677.5	6940.066	410
6940.067	-400	6940.067	7935	6940.067	697.5	6940.067	412.5
6940.068	-365	6940.068	7952.5	6940.068	842.5	6940.068	415
6940.069	-350	6940.069	7995	6940.069	930	6940.069	480
6940.07	-340	6940.07	7957.5	6940.07	1152.5	6940.07	457.5
6940.071	-330	6940.071	8020	6940.071	1247.5	6940.071	500
6940.072	-320	6940.072	8047.5	6940.072	1300	6940.072	502.5
6940.073	-340	6940.073	8110	6940.073	1290	6940.073	547.5
6940.074	-332.5	6940.074	8167.5	6940.074	1347.5	6940.074	512.5
6940.075	-345	6940.075	8127.5	6940.075	1400	6940.075	475
6940.076	-330	6940.076	8037.5	6940.076	1280	6940.076	435
6940.077	-365	6940.077	8057.5	6940.077	1275	6940.077	380
6940.078	-350	6940.078	8020	6940.078	1187.5	6940.078	307.5
6940.079	-325	6940.079	7875	6940.079	1147.5	6940.079	237.5
6940.08	-340	6940.08	7885	6940.08	970	6940.08	177.5
6940.081	-367.5	6940.081	7987.5	6940.081	945	6940.081	115
6940.082	-335	6940.082	7990	6940.082	912.5	6940.082	142.5
6940.083	-350	6940.083	8052.5	6940.083	882.5	6940.083	35
6940.084	-352.5	6940.084	8062.5	6940.084	862.5	6940.084	52.5
6940.085	-345	6940.085	8110	6940.085	910	6940.085	50
6940.086	-327.5	6940.086	8220	6940.086	1027.5	6940.086	55
6940.087	-307.5	6940.087	8265	6940.087	1132.5	6940.087	162.5
6940.088	-295	6940.088	8245	6940.088	1207.5	6940.088	200
6940.089	-210	6940.089	8265	6940.089	1317.5	6940.089	215
6940.09	-270	6940.09	8240	6940.09	1410	6940.09	207.5
6940.091	-220	6940.091	8262.5	6940.091	1467.5	6940.091	225
6940.092	-222.5	6940.092	8262.5	6940.092	1570	6940.092	280
6940.093	-207.5	6940.093	8357.5	6940.093	1597.5	6940.093	280
6940.094	-272.5	6940.094	8312.5	6940.094	1687.5	6940.094	250
6940.095	-245	6940.095	8355	6940.095	1662.5	6940.095	195
6940.096	-260	6940.096	8302.5	6940.096	1720	6940.096	202.5
6940.097	-282.5	6940.097	8297.5	6940.097	1642.5	6940.097	132.5
6940.098	-240	6940.098	8237.5	6940.098	1590	6940.098	55
6940.099	-282.5	6940.099	8287.5	6940.099	1457.5	6940.099	30
6940.1	-312.5	6940.1	8262.5	6940.1	1320	6940.1	-32.5
6940.101	-267.5	6940.101	8340	6940.101	1277.5	6940.101	-157.5
6940.102	-292.5	6940.102	8297.5	6940.102	1255	6940.102	-185
6940.103	-280	6940.103	8312.5	6940.103	1202.5	6940.103	-155
6940.104	-252.5	6940.104	8262.5	6940.104	1202.5	6940.104	-245
6940.105	-257.5	6940.105	8227.5	6940.105	1240	6940.105	-232.5
6940.106	-260	6940.106	8235	6940.106	1312.5	6940.106	-225
6940.107	-202.5	6940.107	8370	6940.107	1427.5	6940.107	-145
6940.108	-235	6940.108	8357.5	6940.108	1565	6940.108	-140
6940.109	-212.5	6940.109	8377.5	6940.109	1662.5	6940.109	-100
6940.11	-177.5	6940.11	8385	6940.11	1805	6940.11	-70
6940.111	-170	6940.111	8372.5	6940.111	1890	6940.111	-30
6940.112	-162.5	6940.112	8425	6940.112	1940	6940.112	50
6940.113	-162.5	6940.113	8440	6940.113	1930	6940.113	75
6940.114	-167.5	6940.114	8495	6940.114	2035	6940.114	85
6940.115	-182.5	6940.115	8435	6940.115	2065	6940.115	20
6940.116	-182.5	6940.116	8422.5	6940.116	2040	6940.116	20
6940.117	-190	6940.117	8352.5	6940.117	1905	6940.117	7.5
6940.118	-187.5	6940.118	8387.5	6940.118	1910	6940.118	-70
6940.119	-180	6940.119	8412.5	6940.119	1760	6940.119	-137.5
6940.12	-192.5	6940.12	8440	6940.12	1710	6940.12	-162.5
6940.121	-237.5	6940.121	8490	6940.121	1570	6940.121	-247.5
6940.122	-265	6940.122	8465	6940.122	1527.5	6940.122	-270
6940.123	-182.5	6940.123	8602.5	6940.123	1577.5	6940.123	-225
6940.124	-5	6940.124	8765	6940.124	1677.5	6940.124	-45
6940.125	2.5	6940.125	8710	6940.125	1720	6940.125	-65
6940.126	-240	6940.126	8475	6940.126	1642.5	6940.126	-285
6940.127	-237.5	6940.127	8447.5	6940.127	1635	6940.127	-215
6940.128	-345	6940.128	8215	6940.128	1672.5	6940.128	-285
6940.129	-232.5	6940.129	8417.5	6940.129	1852.5	6940.129	-182.5
6940.13	-232.5	6940.13	8410	6940.13	1967.5	6940.13	-142.5
6940.131	-522.5	6940.131	8172.5	6940.131	1770	6940.131	-415
6940.132	-157.5	6940.132	8527.5	6940.132	2205	6940.132	-72.5
6940.133	-115	6940.133	8545	6940.133	2345	6940.133	-35
6940.134	-552.5	6940.134	8277.5	6940.134	2062.5	6940.134	-320
6940.135	-102.5	6940.135	8615	6940.135	2400	6940.135	12.5
6940.136	470	6940.136	9117.5	6940.136	2845	6940.136	465
6940.137	1672.5	6940.137	10222.5	6940.137	3860	6940.137	1622.5
6940.138	1677.5	6940.138	10290	6940.138	3915	6940.138	1645
6940.139	1142.5	6940.139	9720	6940.139	3357.5	6940.139	1050
6940.14	25	6940.14	8737.5	6940.14	2242.5	6940.14	65
6940.141	-512.5	6940.141	8290	6940.141	1755	6940.141	-477.5
6940.142	-705	6940.142	7937.5	6940.142	1400	6940.142	-845
6940.143	-790	6940.143	7895	6940.143	1352.5	6940.143	-870
6940.144	-777.5	6940.144	7917.5	6940.144	1302.5	6940.144	-842.5
6940.145	-1142.5	6940.145	7620	6940.145	1020	6940.145	-1142.5
6940.146	-1440	6940.146	7285	6940.146	822.5	6940.146	-1465
6940.147	-1150	6940.147	7542.5	6940.147	1125	6940.147	-1160
6940.148	-1750	6940.148	6970	6940.148	642.5	6940.148	-1695
6940.149	-2307.5	6940.149	6472.5	6940.149	240	6940.149	-2192.5
6940.15	-2892.5	6940.15	5960	6940.15	-210	6940.15	-2707.5
6940.151	-2977.5	6940.151	5850	6940.151	-215	6940.151	-2797.5
6940.152	-2807.5	6940.152	6010	6940.152	-35	6940.152	-2640
6940.153	-2317.5	6940.153	6555	6940.153	400	6940.153	-2167.5
6940.154	-1887.5	6940.154	6895	6940.154	877.5	6940.154	-1750
6940.155	-1997.5	6940.155	6867.5	6940.155	850	6940.155	-1817.5
6940.156	-2285	6940.156	6552.5	6940.156	447.5	6940.156	-2132.5
6940.157	-2470	6940.157	6337.5	6940.157	210	6940.157	-2310
6940.158	-2645	6940.158	6162.5	6940.158	5	6940.158	-2477.5
6940.159	-2725	6940.159	6052.5	6940.159	-175	6940.159	-2627.5
6940.16	-2730	6940.16	6075	6940.16	-285	6940.16	-2717.5
6940.161	-2747.5	6940.161	6092.5	6940.161	-340	6940.161	-2725
6940.162	-2652.5	6940.162	6195	6940.162	-330	6940.162	-2637.5
6940.163	-2592.5	6940.163	6335	6940.163	-307.5	6940.163	-2600
6940.164	-2525	6940.164	6415	6940.164	-245	6940.164	-2502.5
6940.165	-2430	6940.165	6475	6940.165	-172.5	6940.165	-2445
6940.166	-2335	6940.166	6522.5	6940.166	-7.5	6940.166	-2282.5
6940.167	-2265	6940.167	6617.5	6940.167	120	6940.167	-2157.5
6940.168	-2175	6940.168	6720	6940.168	255	6940.168	-2047.5
6940.169	-2102.5	6940.169	6767.5	6940.169	450	6940.169	-1937.5
6940.17	-2035	6940.17	6847.5	6940.17	580	6940.17	-1842.5
6940.171	-1955	6940.171	6965	6940.171	755	6940.171	-1700
6940.172	-1917.5	6940.172	6980	6940.172	885	6940.172	-1595
6940.173	-1825	6940.173	7045	6940.173	967.5	6940.173	-1555
6940.174	-1775	6940.174	7140	6940.174	1060	6940.174	-1480
6940.175	-1742.5	6940.175	7152.5	6940.175	1045	6940.175	-1440
6940.176	-1690	6940.176	7160	6940.176	1065	6940.176	-1445
6940.177	-1650	6940.177	7202.5	6940.177	1032.5	6940.177	-1442.5
6940.178	-1602.5	6940.178	7257.5	6940.178	1060	6940.178	-1347.5
6940.179	-1565	6940.179	7207.5	6940.179	947.5	6940.179	-1380
6940.18	-1557.5	6940.18	7257.5	6940.18	902.5	6940.18	-1417.5
6940.181	-1537.5	6940.181	7272.5	6940.181	780	6940.181	-1337.5
6940.182	-1515	6940.182	7345	6940.182	795	6940.182	-1367.5
6940.183	-1442.5	6940.183	7472.5	6940.183	840	6940.183	-1297.5
6940.184	-1430	6940.184	7472.5	6940.184	812.5	6940.184	-1317.5
6940.185	-1347.5	6940.185	7545	6940.185	847.5	6940.185	-1197.5
6940.186	-1360	6940.186	7562.5	6940.186	935	6940.186	-1165
6940.187	-1285	6940.187	7532.5	6940.187	1090	6940.187	-1097.5
6940.188	-1232.5	6940.188	7580	6940.188	1220	6940.188	-1022.5
6940.189	-1230	6940.189	7615	6940.189	1347.5	6940.189	-927.5
6940.19	-1187.5	6940.19	7685	6940.19	1487.5	6940.19	-882.5
6940.191	-1117.5	6940.191	7670	6940.191	1587.5	6940.191	-750
6940.192	-1102.5	6940.192	7745	6940.192	1755	6940.192	-695
6940.193	-1042.5	6940.193	7790	6940.193	1800	6940.193	-642.5
6940.194	-992.5	6940.194	7870	6940.194	1857.5	6940.194	-587.5
6940.195	-945	6940.195	7850	6940.195	1942.5	6940.195	-460
6940.196	-882.5	6940.196	7837.5	6940.196	1900	6940.196	-450
6940.197	-850	6940.197	7955	6940.197	1822.5	6940.197	-445
6940.198	-852.5	6940.198	7960	6940.198	1807.5	6940.198	-500
6940.199	-820	6940.199	8017.5	6940.199	1735	6940.199	-492.5
6940.2	-807.5	6940.2	7972.5	6940.2	1665	6940.2	-460
6940.201	-810	6940.201	8032.5	6940.201	1605	6940.201	-505
6940.202	-750	6940.202	8037.5	6940.202	1500	6940.202	-452.5
6940.203	-707.5	6940.203	8120	6940.203	1580	6940.203	-437.5
6940.204	-670	6940.204	8197.5	6940.204	1555	6940.204	-430
6940.205	-605	6940.205	8210	6940.205	1555	6940.205	-335
6940.206	-505	6940.206	8355	6940.206	1735	6940.206	-232.5
6940.207	-532.5	6940.207	8417.5	6940.207	1825	6940.207	-242.5
6940.208	-547.5	6940.208	8397.5	6940.208	1930	6940.208	-257.5
6940.209	-612.5	6940.209	8382.5	6940.209	2110	6940.209	-357.5
6940.21	-482.5	6940.21	8385	6940.21	2547.5	6940.21	-237.5
6940.211	1060	6940.211	9717.5	6940.211	4567.5	6940.211	1310
6940.212	2677.5	6940.212	10670	6940.212	6807.5	6940.212	3267.5
6940.213	4160	6940.213	10997.5	6940.213	9095	6940.213	5552.5
6940.214	6015	6940.214	11467.5	6940.214	11525	6940.214	8387.5
6940.215	11427.5	6940.215	16145	6940.215	16272.5	6940.215	13955
6940.216	19055	6940.216	25490	6940.216	21100	6940.216	20305
6940.217	32732.5	6940.217	42967.5	6940.217	29635	6940.217	31475
6940.218	44380	6940.218	59852.5	6940.218	36157.5	6940.218	40990
6940.219	52530	6940.219	71260	6940.219	39245	6940.219	48035
6940.22	60217.5	6940.22	78432.5	6940.22	45405	6940.22	55130
6940.221	71492.5	6940.221	81917.5	6940.221	51080	6940.221	63140
6940.222	71590	6940.222	81917.5	6940.222	30617.5	6940.222	57430
6940.223	24025	6940.223	9312.5	6940.223	-11095	6940.223	44300
6940.224	16842.5	6940.224	4115	6940.224	-1505	6940.224	43660
6940.225	9060	6940.225	16025	6940.225	2205	6940.225	31015
6940.226	1477.5	6940.226	21107.5	6940.226	3817.5	6940.226	8127.5
6940.227	1780	6940.227	22700	6940.227	4045	6940.227	6252.5
6940.228	3385	6940.228	24835	6940.228	4857.5	6940.228	7237.5
6940.229	4652.5	6940.229	26430	6940.229	5535	6940.229	7972.5
6940.23	4087.5	6940.23	26395	6940.23	4792.5	6940.23	6947.5
6940.231	5047.5	6940.231	27470	6940.231	4437.5	6940.231	7042.5
6940.232	5725	6940.232	28625	6940.232	4077.5	6940.232	7297.5
6940.233	6085	6940.233	29527.5	6940.233	3505	6940.233	7470
6940.234	6015	6940.234	30177.5	6940.234	2812.5	6940.234	7325
6940.235	6375	6940.235	31410	6940.235	2520	6940.235	7712.5
6940.236	7305	6940.236	32767.5	6940.236	2487.5	6940.236	8607.5
6940.237	8562.5	6940.237	34227.5	6940.237	2815	6940.237	10050
6940.238	9762.5	6940.238	35382.5	6940.238	3220	6940.238	11610
6940.239	11022.5	6940.239	36237.5	6940.239	3565	6940.239	13192.5
6940.24	12257.5	6940.24	36712.5	6940.24	4257.5	6940.24	14860
6940.241	13460	6940.241	37030	6940.241	5020	6940.241	16517.5
6940.242	14560	6940.242	37122.5	6940.242	5870	6940.242	17860
6940.243	15427.5	6940.243	36997.5	6940.243	6820	6940.243	19067.5
6940.244	16112.5	6940.244	36862.5	6940.244	7707.5	6940.244	19960
6940.245	16635	6940.245	36427.5	6940.245	8637.5	6940.245	20702.5
6940.246	16977.5	6940.246	35902.5	6940.246	9472.5	6940.246	21192.5
6940.247	17155	6940.247	35422.5	6940.247	10250	6940.247	21607.5
6940.248	17215	6940.248	34775	6940.248	10762.5	6940.248	21760
6940.249	17182.5	6940.249	34160	6940.249	11287.5	6940.249	21855
6940.25	16997.5	6940.25	33617.5	6940.25	11480	6940.25	21690
6940.251	16742.5	6940.251	33027.5	6940.251	11742.5	6940.251	21507.5
6940.252	16445	6940.252	32477.5	6940.252	11762.5	6940.252	21287.5
6940.253	16062.5	6940.253	31912.5	6940.253	11697.5	6940.253	20880
6940.254	15525	6940.254	32532.5	6940.254	11555	6940.254	20407.5
6940.255	15052.5	6940.255	31980	6940.255	11192.5	6940.255	19867.5
6940.256	14497.5	6940.256	31260	6940.256	10805	6940.256	19312.5
6940.257	13977.5	6940.257	30642.5	6940.257	10327.5	6940.257	18685
6940.258	13470	6940.258	29905	6940.258	9905	6940.258	18132.5
6940.259	12935	6940.259	29315	6940.259	9305	6940.259	17470
6940.26	12387.5	6940.26	28702.5	6940.26	8802.5	6940.26	16832.5
6940.261	11900	6940.261	28287.5	6940.261	8250	6940.261	16232.5
6940.262	11420	6940.262	27625	6940.262	7795	6940.262	15715
6940.263	10952.5	6940.263	27215	6940.263	7367.5	6940.263	15160
6940.264	10522.5	6940.264	26622.5	6940.264	6917.5	6940.264	14607.5
6940.265	10037.5	6940.265	26105	6940.265	6512.5	6940.265	14125
6940.266	9635	6940.266	25597.5	6940.266	6197.5	6940.266	13662.5
6940.267	9227.5	6940.267	25057.5	6940.267	5912.5	6940.267	13280
6940.268	8817.5	6940.268	24552.5	6940.268	5640	6940.268	12842.5
6940.269	8412.5	6940.269	24082.5	6940.269	5425	6940.269	12442.5
6940.27	8085	6940.27	23720	6940.27	5160	6940.27	12025
6940.271	7725	6940.271	23247.5	6940.271	5000	6940.271	11597.5
6940.272	7385	6940.272	22837.5	6940.272	4767.5	6940.272	11300
6940.273	7045	6940.273	22392.5	6940.273	4447.5	6940.273	10840
6940.274	6700	6940.274	22022.5	6940.274	4237.5	6940.274	10467.5
6940.275	6380	6940.275	21657.5	6940.275	3947.5	6940.275	10085
6940.276	6057.5	6940.276	21200	6940.276	3657.5	6940.276	9760
6940.277	5782.5	6940.277	20775	6940.277	3390	6940.277	9397.5
6940.278	5462.5	6940.278	20307.5	6940.278	3080	6940.278	8982.5
6940.279	5195	6940.279	19920	6940.279	2752.5	6940.279	8617.5
6940.28	4935	6940.28	19635	6940.28	2425	6940.28	8265
6940.281	4652.5	6940.281	19237.5	6940.281	2155	6940.281	7832.5
6940.282	4372.5	6940.282	18890	6940.282	1927.5	6940.282	7487.5
6940.283	4135	6940.283	18560	6940.283	1707.5	6940.283	7022.5
6940.284	3900	6940.284	18247.5	6940.284	1487.5	6940.284	6610
6940.285	3695	6940.285	17825	6940.285	1390	6940.285	6205
6940.286	3435	6940.286	17537.5	6940.286	1240	6940.286	5765
6940.287	3227.5	6940.287	17207.5	6940.287	1175	6940.287	5390
6940.288	3012.5	6940.288	16937.5	6940.288	1105	6940.288	4952.5
6940.289	2820	6940.289	16592.5	6940.289	1095	6940.289	4567.5
6940.29	2577.5	6940.29	16282.5	6940.29	942.5	6940.29	4127.5
6940.291	2365	6940.291	15977.5	6940.291	965	6940.291	3682.5
6940.292	2180	6940.292	15670	6940.292	900	6940.292	3287.5
6940.293	1912.5	6940.293	15265	6940.293	750	6940.293	2855
6940.294	1717.5	6940.294	14925	6940.294	555	6940.294	2395
6940.295	1492.5	6940.295	14640	6940.295	422.5	6940.295	1985
6940.296	1267.5	6940.296	14207.5	6940.296	305	6940.296	1540
6940.297	1040	6940.297	13922.5	6940.297	50	6940.297	1080
6940.298	842.5	6940.298	13562.5	6940.298	-202.5	6940.298	685
6940.299	637.5	6940.299	13175	6940.299	-425	6940.299	240
6940.3	380	6940.3	12815	6940.3	-707.5	6940.3	-130
6940.301	175	6940.301	12480	6940.301	-912.5	6940.301	-512.5
6940.302	-65	6940.302	12100	6940.302	-1115	6940.302	-972.5
6940.303	-205	6940.303	11890	6940.303	-1230	6940.303	-1272.5
6940.304	-462.5	6940.304	11472.5	6940.304	-1430	6940.304	-1637.5
6940.305	-660	6940.305	11087.5	6940.305	-1555	6940.305	-1847.5
6940.306	-812.5	6940.306	10737.5	6940.306	-1622.5	6940.306	-2112.5
6940.307	-987.5	6940.307	10437.5	6940.307	-1712.5	6940.307	-2352.5
6940.308	-1192.5	6940.308	9952.5	6940.308	-1800	6940.308	-2637.5
6940.309	-1352.5	6940.309	9690	6940.309	-1750	6940.309	-2822.5
6940.31	-1547.5	6940.31	9480	6940.31	-1807.5	6940.31	-3075
6940.311	-1730	6940.311	9192.5	6940.311	-1810	6940.311	-3262.5
6940.312	-1912.5	6940.312	8850	6940.312	-1917.5	6940.312	-3510
6940.313	-2105	6940.313	8550	6940.313	-2030	6940.313	-3752.5
6940.314	-2245	6940.314	8227.5	6940.314	-2122.5	6940.314	-3935
6940.315	-2452.5	6940.315	7940	6940.315	-2222.5	6940.315	-4180
6940.316	-2605	6940.316	7582.5	6940.316	-2412.5	6940.316	-4460
6940.317	-2817.5	6940.317	7220	6940.317	-2605	6940.317	-4662.5
6940.318	-3022.5	6940.318	6815	6940.318	-2732.5	6940.318	-4867.5
6940.319	-3227.5	6940.319	6575	6940.319	-3027.5	6940.319	-5112.5
6940.32	-3367.5	6940.32	6310	6940.32	-3162.5	6940.32	-5342.5
6940.321	-3537.5	6940.321	6072.5	6940.321	-3405	6940.321	-5635
6940.322	-3732.5	6940.322	5717.5	6940.322	-3615	6940.322	-5822.5
6940.323	-3835	6940.323	5412.5	6940.323	-3742.5	6940.323	-5985
6940.324	-3990	6940.324	5177.5	6940.324	-3907.5	6940.324	-6097.5
6940.325	-4135	6940.325	4947.5	6940.325	-3995	6940.325	-6300
6940.326	-4185	6940.326	4712.5	6940.326	-3985	6940.326	-6362.5
6940.327	-4310	6940.327	4505	6940.327	-3890	6940.327	-6460
6940.328	-4410	6940.328	4272.5	6940.328	-4002.5	6940.328	-6585
6940.329	-4545	6940.329	4032.5	6940.329	-3975	6940.329	-6635
6940.33	-4662.5	6940.33	3895	6940.33	-3972.5	6940.33	-6712.5
6940.331	-4745	6940.331	3680	6940.331	-3955	6940.331	-6792.5
6940.332	-4850	6940.332	3490	6940.332	-3965	6940.332	-6855
6940.333	-4965	6940.333	3342.5	6940.333	-4047.5	6940.333	-6937.5
6940.334	-5055	6940.334	3200	6940.334	-4120	6940.334	-7005
6940.335	-5102.5	6940.335	2940	6940.335	-4137.5	6940.335	-7155
6940.336	-5222.5	6940.336	2740	6940.336	-4187.5	6940.336	-7225
6940.337	-5300	6940.337	2537.5	6940.337	-4325	6940.337	-7335
6940.338	-5360	6940.338	2412.5	6940.338	-4477.5	6940.338	-7437.5
6940.339	-5457.5	6940.339	2240	6940.339	-4652.5	6940.339	-7625
6940.34	-5570	6940.34	2087.5	6940.34	-4792.5	6940.34	-7695
6940.341	-5610	6940.341	1912.5	6940.341	-4870	6940.341	-7850
6940.342	-5665	6940.342	1880	6940.342	-4937.5	6940.342	-7935
6940.343	-5682.5	6940.343	1767.5	6940.343	-5022.5	6940.343	-7957.5
6940.344	-5767.5	6940.344	1697.5	6940.344	-5050	6940.344	-7982.5
6940.345	-5810	6940.345	1645	6940.345	-5130	6940.345	-8007.5
6940.346	-5865	6940.346	1522.5	6940.346	-5120	6940.346	-8050
6940.347	-5825	6940.347	1417.5	6940.347	-5055	6940.347	-7992.5
6940.348	-5840	6940.348	1302.5	6940.348	-4955	6940.348	-7987.5
6940.349	-5865	6940.349	1300	6940.349	-4920	6940.349	-7947.5
6940.35	-5915	6940.35	1140	6940.35	-4837.5	6940.35	-7942.5
6940.351	-5905	6940.351	1062.5	6940.351	-4720	6940.351	-7927.5
6940.352	-5877.5	6940.352	1077.5	6940.352	-4580	6940.352	-7832.5
6940.353	-5900	6940.353	972.5	6940.353	-4627.5	6940.353	-7885
6940.354	-5970	6940.354	970	6940.354	-4627.5	6940.354	-7865
6940.355	-5972.5	6940.355	845	6940.355	-4617.5	6940.355	-7847.5
6940.356	-5970	6940.356	820	6940.356	-4667.5	6940.356	-7902.5
6940.357	-5965	6940.357	682.5	6940.357	-4722.5	6940.357	-7942.5
6940.358	-5970	6940.358	610	6940.358	-4867.5	6940.358	-7950
6940.359	-6030	6940.359	545	6940.359	-4950	6940.359	-7977.5
6940.36	-6032.5	6940.36	540	6940.36	-5055	6940.36	-7990
6940.361	-6047.5	6940.361	495	6940.361	-5097.5	6940.361	-8015
6940.362	-6007.5	6940.362	492.5	6940.362	-5140	6940.362	-8025
6940.363	-5970	6940.363	500	6940.363	-5117.5	6940.363	-8080
6940.364	-5990	6940.364	522.5	6940.364	-5152.5	6940.364	-8107.5
6940.365	-5965	6940.365	405	6940.365	-5172.5	6940.365	-8012.5
6940.366	-5930	6940.366	430	6940.366	-5097.5	6940.366	-7937.5
