H2(X)	H2(Y)	H3(X)	H3(Y)	H4(X)	H4(Y)	J3(X)	J3(Y)
6945.163	-965	6945.163	2235	6945.163	-1707.5	6945.163	-167.5
6945.164	-1080	6945.164	2180	6945.164	-1627.5	6945.164	-177.5
6945.165	-1082.5	6945.165	2147.5	6945.165	-1595	6945.165	-267.5
6945.166	-1055	6945.166	2105	6945.166	-1672.5	6945.166	-140
6945.167	-1045	6945.167	2135	6945.167	-1637.5	6945.167	-152.5
6945.168	-1012.5	6945.168	2167.5	6945.168	-1547.5	6945.168	-112.5
6945.169	-865	6945.169	2280	6945.169	-1440	6945.169	-37.5
6945.17	-687.5	6945.17	2425	6945.17	-1385	6945.17	37.5
6945.171	-537.5	6945.171	2542.5	6945.171	-1292.5	6945.171	177.5
6945.172	-412.5	6945.172	2637.5	6945.172	-1280	6945.172	250
6945.173	-297.5	6945.173	2682.5	6945.173	-1290	6945.173	292.5
6945.174	-222.5	6945.174	2822.5	6945.174	-1192.5	6945.174	470
6945.175	-80	6945.175	2897.5	6945.175	-1120	6945.175	520
6945.176	-30	6945.176	3000	6945.176	-1095	6945.176	557.5
6945.177	90	6945.177	3095	6945.177	-985	6945.177	620
6945.178	0	6945.178	3010	6945.178	-992.5	6945.178	657.5
6945.179	-50	6945.179	3020	6945.179	-1032.5	6945.179	645
6945.18	-55	6945.18	3070	6945.18	-1027.5	6945.18	695
6945.181	-197.5	6945.181	3005	6945.181	-1040	6945.181	642.5
6945.182	-250	6945.182	2887.5	6945.182	-1017.5	6945.182	585
6945.183	-270	6945.183	2870	6945.183	-987.5	6945.183	565
6945.184	-347.5	6945.184	2800	6945.184	-947.5	6945.184	550
6945.185	-345	6945.185	2765	6945.185	-887.5	6945.185	547.5
6945.186	-375	6945.186	2827.5	6945.186	-850	6945.186	592.5
6945.187	-270	6945.187	2885	6945.187	-790	6945.187	692.5
6945.188	-175	6945.188	2862.5	6945.188	-722.5	6945.188	730
6945.189	-85	6945.189	3005	6945.189	-615	6945.189	852.5
6945.19	90	6945.19	3205	6945.19	-475	6945.19	1027.5
6945.191	545	6945.191	3647.5	6945.191	-92.5	6945.191	1480
6945.192	2377.5	6945.192	5417.5	6945.192	1425	6945.192	3120
6945.193	4305	6945.193	6977.5	6945.193	2615	6945.193	4467.5
6945.194	6862.5	6945.194	8752.5	6945.194	3670	6945.194	5827.5
6945.195	8657.5	6945.195	9820	6945.195	4242.5	6945.195	6495
6945.196	12617.5	6945.196	14115	6945.196	8897.5	6945.196	10190
6945.197	16532.5	6945.197	19607.5	6945.197	16155	6945.197	14805
6945.198	22410	6945.198	27630	6945.198	27097.5	6945.198	21305
6945.199	25847.5	6945.199	32455	6945.199	35827.5	6945.199	25432.5
6945.2	27900	6945.2	35640	6945.2	40887.5	6945.2	26327.5
6945.201	34510	6945.201	42982.5	6945.201	45995	6945.201	32595
6945.202	37600	6945.202	47832.5	6945.202	51932.5	6945.202	37025
6945.203	-215	6945.203	-3797.5	6945.203	31067.5	6945.203	29865
6945.204	-6617.5	6945.204	-5217.5	6945.204	-6287.5	6945.204	-7140
6945.205	-3202.5	6945.205	-2532.5	6945.205	-1110	6945.205	-6132.5
6945.206	-1522.5	6945.206	-312.5	6945.206	-330	6945.206	-3175
6945.207	-425	6945.207	1240	6945.207	515	6945.207	-1072.5
6945.208	-42.5	6945.208	1752.5	6945.208	925	6945.208	-190
6945.209	1155	6945.209	3080	6945.209	2282.5	6945.209	1250
6945.21	2057.5	6945.21	3902.5	6945.21	3345	6945.21	2080
6945.211	1885	6945.211	3547.5	6945.211	3035	6945.211	1837.5
6945.212	1502.5	6945.212	3182.5	6945.212	2932.5	6945.212	1457.5
6945.213	1305	6945.213	3040	6945.213	3180	6945.213	1440
6945.214	1040	6945.214	2892.5	6945.214	3172.5	6945.214	1155
6945.215	397.5	6945.215	2322.5	6945.215	2752.5	6945.215	562.5
6945.216	102.5	6945.216	1947.5	6945.216	2725	6945.216	245
6945.217	105	6945.217	2050	6945.217	3080	6945.217	250
6945.218	177.5	6945.218	2222.5	6945.218	3490	6945.218	412.5
6945.219	115	6945.219	2420	6945.219	3917.5	6945.219	425
6945.22	267.5	6945.22	2630	6945.22	4382.5	6945.22	575
6945.221	455	6945.221	2905	6945.221	4920	6945.221	670
6945.222	712.5	6945.222	3287.5	6945.222	5427.5	6945.222	922.5
6945.223	1052.5	6945.223	3830	6945.223	6067.5	6945.223	1250
6945.224	1442.5	6945.224	4422.5	6945.224	6582.5	6945.224	1502.5
6945.225	1930	6945.225	5115	6945.225	7147.5	6945.225	1920
6945.226	2465	6945.226	5865	6945.226	7610	6945.226	2310
6945.227	2990	6945.227	6572.5	6945.227	8025	6945.227	2802.5
6945.228	3637.5	6945.228	7335	6945.228	8472.5	6945.228	3385
6945.229	4317.5	6945.229	8035	6945.229	8780	6945.229	4007.5
6945.23	4937.5	6945.23	8667.5	6945.23	9030	6945.23	4552.5
6945.231	5467.5	6945.231	9145	6945.231	9310	6945.231	5132.5
6945.232	5910	6945.232	9410	6945.232	9455	6945.232	5675
6945.233	6275	6945.233	9597.5	6945.233	9502.5	6945.233	6087.5
6945.234	6462.5	6945.234	9720	6945.234	9492.5	6945.234	6497.5
6945.235	6695	6945.235	9715	6945.235	9385	6945.235	6860
6945.236	6727.5	6945.236	9592.5	6945.236	9242.5	6945.236	7110
6945.237	6670	6945.237	9390	6945.237	9065	6945.237	7425
6945.238	6557.5	6945.238	9185	6945.238	8835	6945.238	7637.5
6945.239	6342.5	6945.239	8775	6945.239	8577.5	6945.239	7697.5
6945.24	6157.5	6945.24	8447.5	6945.24	8360	6945.24	7727.5
6945.241	5760	6945.241	8032.5	6945.241	7987.5	6945.241	7727.5
6945.242	5377.5	6945.242	7622.5	6945.242	7697.5	6945.242	7587.5
6945.243	5122.5	6945.243	7165	6945.243	7350	6945.243	7432.5
6945.244	4700	6945.244	6665	6945.244	7005	6945.244	7297.5
6945.245	4442.5	6945.245	6257.5	6945.245	6700	6945.245	7080
6945.246	4125	6945.246	5932.5	6945.246	6337.5	6945.246	6820
6945.247	3805	6945.247	5522.5	6945.247	6037.5	6945.247	6545
6945.248	3622.5	6945.248	5185	6945.248	5795	6945.248	6317.5
6945.249	3432.5	6945.249	4915	6945.249	5502.5	6945.249	6087.5
6945.25	3202.5	6945.25	4625	6945.25	5262.5	6945.25	5850
6945.251	3115	6945.251	4362.5	6945.251	5000	6945.251	5557.5
6945.252	2927.5	6945.252	4095	6945.252	4717.5	6945.252	5072.5
6945.253	2830	6945.253	3867.5	6945.253	4525	6945.253	4782.5
6945.254	2712.5	6945.254	3582.5	6945.254	4315	6945.254	4367.5
6945.255	2537.5	6945.255	3257.5	6945.255	4140	6945.255	4030
6945.256	2407.5	6945.256	2927.5	6945.256	3832.5	6945.256	3565
6945.257	2192.5	6945.257	2530	6945.257	3642.5	6945.257	3185
6945.258	1965	6945.258	2102.5	6945.258	3455	6945.258	2755
6945.259	1705	6945.259	1635	6945.259	3182.5	6945.259	2375
6945.26	1427.5	6945.26	1065	6945.26	3010	6945.26	1970
6945.261	1167.5	6945.261	542.5	6945.261	2810	6945.261	1520
6945.262	890	6945.262	-87.5	6945.262	2605	6945.262	1047.5
6945.263	687.5	6945.263	-720	6945.263	2442.5	6945.263	735
6945.264	460	6945.264	-1295	6945.264	2242.5	6945.264	320
6945.265	332.5	6945.265	-1957.5	6945.265	2087.5	6945.265	-5
6945.266	167.5	6945.266	-2582.5	6945.266	1952.5	6945.266	-300
6945.267	30	6945.267	-3150	6945.267	1792.5	6945.267	-547.5
6945.268	-42.5	6945.268	-3690	6945.268	1675	6945.268	-692.5
6945.269	-17.5	6945.269	-4102.5	6945.269	1607.5	6945.269	-967.5
6945.27	0	6945.27	-4507.5	6945.27	1487.5	6945.27	-1095
6945.271	2.5	6945.271	-4902.5	6945.271	1425	6945.271	-1177.5
6945.272	-50	6945.272	-5245	6945.272	1267.5	6945.272	-1365
6945.273	-47.5	6945.273	-5602.5	6945.273	1197.5	6945.273	-1502.5
6945.274	35	6945.274	-5815	6945.274	1047.5	6945.274	-1622.5
6945.275	-7.5	6945.275	-6177.5	6945.275	950	6945.275	-1740
6945.276	-27.5	6945.276	-6407.5	6945.276	860	6945.276	-1862.5
6945.277	-155	6945.277	-6682.5	6945.277	727.5	6945.277	-1955
6945.278	-222.5	6945.278	-6955	6945.278	597.5	6945.278	-2172.5
6945.279	-390	6945.279	-7295	6945.279	485	6945.279	-2327.5
6945.28	-625	6945.28	-7617.5	6945.28	357.5	6945.28	-2497.5
6945.281	-822.5	6945.281	-7950	6945.281	197.5	6945.281	-2727.5
6945.282	-1037.5	6945.282	-8255	6945.282	90	6945.282	-2895
6945.283	-1080	6945.283	-8532.5	6945.283	-95	6945.283	-3047.5
6945.284	-1302.5	6945.284	-8870	6945.284	-230	6945.284	-3077.5
6945.285	-1430	6945.285	-9102.5	6945.285	-337.5	6945.285	-3227.5
6945.286	-1535	6945.286	-9275	6945.286	-432.5	6945.286	-3342.5
6945.287	-1520	6945.287	-9500	6945.287	-545	6945.287	-3397.5
6945.288	-1595	6945.288	-9665	6945.288	-650	6945.288	-3522.5
6945.289	-1582.5	6945.289	-9737.5	6945.289	-670	6945.289	-3530
6945.29	-1587.5	6945.29	-9822.5	6945.29	-797.5	6945.29	-3552.5
6945.291	-1520	6945.291	-9895	6945.291	-865	6945.291	-3565
6945.292	-1482.5	6945.292	-9985	6945.292	-922.5	6945.292	-3572.5
6945.293	-1507.5	6945.293	-10070	6945.293	-1052.5	6945.293	-3600
6945.294	-1467.5	6945.294	-10052.5	6945.294	-1040	6945.294	-3610
6945.295	-1495	6945.295	-10132.5	6945.295	-1182.5	6945.295	-3587.5
6945.296	-1507.5	6945.296	-10205	6945.296	-1247.5	6945.296	-3625
6945.297	-1490	6945.297	-10280	6945.297	-1302.5	6945.297	-3682.5
6945.298	-1562.5	6945.298	-10420	6945.298	-1380	6945.298	-3720
6945.299	-1752.5	6945.299	-10550	6945.299	-1505	6945.299	-3807.5
6945.3	-1920	6945.3	-10785	6945.3	-1622.5	6945.3	-3875
6945.301	-2092.5	6945.301	-10917.5	6945.301	-1687.5	6945.301	-4005
6945.302	-2210	6945.302	-11140	6945.302	-1842.5	6945.302	-4057.5
6945.303	-2365	6945.303	-11332.5	6945.303	-1965	6945.303	-4132.5
6945.304	-2600	6945.304	-11527.5	6945.304	-2065	6945.304	-4210
6945.305	-2630	6945.305	-11717.5	6945.305	-2147.5	6945.305	-4285
6945.306	-2725	6945.306	-11732.5	6945.306	-2237.5	6945.306	-4312.5
6945.307	-2747.5	6945.307	-11852.5	6945.307	-2265	6945.307	-4417.5
6945.308	-2757.5	6945.308	-11920	6945.308	-2307.5	6945.308	-4360
6945.309	-2642.5	6945.309	-11835	6945.309	-2350	6945.309	-4407.5
6945.31	-2585	6945.31	-11822.5	6945.31	-2365	6945.31	-4407.5
6945.311	-2475	6945.311	-11785	6945.311	-2432.5	6945.311	-4285
6945.312	-2457.5	6945.312	-11747.5	6945.312	-2405	6945.312	-4250
6945.313	-2422.5	6945.313	-11700	6945.313	-2437.5	6945.313	-4227.5
6945.314	-2295	6945.314	-11605	6945.314	-2462.5	6945.314	-4150
6945.315	-2345	6945.315	-11542.5	6945.315	-2465	6945.315	-4175
6945.316	-2305	6945.316	-11552.5	6945.316	-2532.5	6945.316	-4160
6945.317	-2390	6945.317	-11502.5	6945.317	-2560	6945.317	-4152.5
6945.318	-2350	6945.318	-11562.5	6945.318	-2625	6945.318	-4162.5
6945.319	-2482.5	6945.319	-11590	6945.319	-2617.5	6945.319	-4252.5
6945.32	-2555	6945.32	-11657.5	6945.32	-2687.5	6945.32	-4240
6945.321	-2800	6945.321	-11810	6945.321	-2702.5	6945.321	-4390
6945.322	-2820	6945.322	-11850	6945.322	-2782.5	6945.322	-4390
6945.323	-2907.5	6945.323	-11967.5	6945.323	-2830	6945.323	-4470
6945.324	-2997.5	6945.324	-12022.5	6945.324	-2870	6945.324	-4620
6945.325	-3105	6945.325	-12017.5	6945.325	-2937.5	6945.325	-4687.5
6945.326	-3022.5	6945.326	-12017.5	6945.326	-2930	6945.326	-4660
6945.327	-3072.5	6945.327	-12017.5	6945.327	-2940	6945.327	-4675
6945.328	-2980	6945.328	-11960	6945.328	-2865	6945.328	-4575
6945.329	-2802.5	6945.329	-11880	6945.329	-2845	6945.329	-4517.5
6945.33	-2762.5	6945.33	-11752.5	6945.33	-2810	6945.33	-4520
6945.331	-2597.5	6945.331	-11662.5	6945.331	-2860	6945.331	-4485
6945.332	-2475	6945.332	-11525	6945.332	-2795	6945.332	-4437.5
6945.333	-2367.5	6945.333	-11392.5	6945.333	-2772.5	6945.333	-4342.5
6945.334	-2237.5	6945.334	-11247.5	6945.334	-2717.5	6945.334	-4327.5
6945.335	-2217.5	6945.335	-11112.5	6945.335	-2752.5	6945.335	-4277.5
6945.336	-2192.5	6945.336	-11105	6945.336	-2685	6945.336	-4257.5
6945.337	-2210	6945.337	-11047.5	6945.337	-2715	6945.337	-4195
6945.338	-2245	6945.338	-11010	6945.338	-2747.5	6945.338	-4255
6945.339	-2257.5	6945.339	-11027.5	6945.339	-2730	6945.339	-4307.5
6945.34	-2222.5	6945.34	-11022.5	6945.34	-2755	6945.34	-4317.5
6945.341	-2282.5	6945.341	-11027.5	6945.341	-2767.5	6945.341	-4395
6945.342	-2417.5	6945.342	-11095	6945.342	-2790	6945.342	-4437.5
6945.343	-2465	6945.343	-11135	6945.343	-2805	6945.343	-4482.5
6945.344	-2552.5	6945.344	-11145	6945.344	-2807.5	6945.344	-4580
6945.345	-2570	6945.345	-11127.5	6945.345	-2810	6945.345	-4620
6945.346	-2602.5	6945.346	-11132.5	6945.346	-2847.5	6945.346	-4645
6945.347	-2562.5	6945.347	-11177.5	6945.347	-2837.5	6945.347	-4705
6945.348	-2447.5	6945.348	-11050	6945.348	-2787.5	6945.348	-4642.5
6945.349	-2355	6945.349	-10937.5	6945.349	-2775	6945.349	-4642.5
6945.35	-2202.5	6945.35	-10837.5	6945.35	-2712.5	6945.35	-4592.5
6945.351	-2030	6945.351	-10705	6945.351	-2635	6945.351	-4485
6945.352	-1960	6945.352	-10550	6945.352	-2655	6945.352	-4467.5
6945.353	-1847.5	6945.353	-10467.5	6945.353	-2607.5	6945.353	-4407.5
6945.354	-1645	6945.354	-10255	6945.354	-2595	6945.354	-4332.5
6945.355	-1605	6945.355	-10085	6945.355	-2540	6945.355	-4340
6945.356	-1570	6945.356	-10007.5	6945.356	-2545	6945.356	-4367.5
6945.357	-1512.5	6945.357	-9920	6945.357	-2545	6945.357	-4245
6945.358	-1527.5	6945.358	-9920	6945.358	-2610	6945.358	-4325
6945.359	-1682.5	6945.359	-9895	6945.359	-2587.5	6945.359	-4317.5
6945.36	-1765	6945.36	-9902.5	6945.36	-2592.5	6945.36	-4380
6945.361	-1740	6945.361	-9912.5	6945.361	-2637.5	6945.361	-4350
6945.362	-1822.5	6945.362	-9972.5	6945.362	-2642.5	6945.362	-4515
6945.363	-1957.5	6945.363	-9972.5	6945.363	-2702.5	6945.363	-4572.5
6945.364	-1992.5	6945.364	-10097.5	6945.364	-2677.5	6945.364	-4627.5
6945.365	-2027.5	6945.365	-10052.5	6945.365	-2787.5	6945.365	-4635
6945.366	-2095	6945.366	-10020	6945.366	-2740	6945.366	-4705
6945.367	-2120	6945.367	-10040	6945.367	-2745	6945.367	-4685
6945.368	-1942.5	6945.368	-9957.5	6945.368	-2725	6945.368	-4635
6945.369	-1890	6945.369	-9800	6945.369	-2705	6945.369	-4647.5
6945.37	-1767.5	6945.37	-9672.5	6945.37	-2655	6945.37	-4602.5
6945.371	-1555	6945.371	-9510	6945.371	-2660	6945.371	-4532.5
6945.372	-1407.5	6945.372	-9397.5	6945.372	-2545	6945.372	-4457.5
6945.373	-1392.5	6945.373	-9240	6945.373	-2547.5	6945.373	-4367.5
6945.374	-1227.5	6945.374	-9072.5	6945.374	-2532.5	6945.374	-4340
6945.375	-1172.5	6945.375	-8952.5	6945.375	-2485	6945.375	-4205
6945.376	-1125	6945.376	-8857.5	6945.376	-2530	6945.376	-4175
6945.377	-1042.5	6945.377	-8785	6945.377	-2505	6945.377	-4170
6945.378	-1147.5	6945.378	-8740	6945.378	-2540	6945.378	-4175
6945.379	-1057.5	6945.379	-8747.5	6945.379	-2537.5	6945.379	-4175
6945.38	-1167.5	6945.38	-8747.5	6945.38	-2482.5	6945.38	-4262.5
6945.381	-1240	6945.381	-8782.5	6945.381	-2545	6945.381	-4332.5
6945.382	-1317.5	6945.382	-8810	6945.382	-2545	6945.382	-4360
6945.383	-1335	6945.383	-8860	6945.383	-2565	6945.383	-4425
6945.384	-1485	6945.384	-8897.5	6945.384	-2612.5	6945.384	-4520
6945.385	-1502.5	6945.385	-8835	6945.385	-2580	6945.385	-4492.5
6945.386	-1472.5	6945.386	-8812.5	6945.386	-2547.5	6945.386	-4592.5
6945.387	-1485	6945.387	-8777.5	6945.387	-2617.5	6945.387	-4517.5
6945.388	-1482.5	6945.388	-8712.5	6945.388	-2535	6945.388	-4515
6945.389	-1307.5	6945.389	-8570	6945.389	-2525	6945.389	-4492.5
6945.39	-1195	6945.39	-8427.5	6945.39	-2512.5	6945.39	-4425
6945.391	-1000	6945.391	-8285	6945.391	-2432.5	6945.391	-4302.5
6945.392	-947.5	6945.392	-8140	6945.392	-2380	6945.392	-4247.5
6945.393	-922.5	6945.393	-8017.5	6945.393	-2367.5	6945.393	-4232.5
6945.394	-645	6945.394	-7787.5	6945.394	-2315	6945.394	-4137.5
6945.395	-642.5	6945.395	-7650	6945.395	-2307.5	6945.395	-4082.5
6945.396	-545	6945.396	-7527.5	6945.396	-2237.5	6945.396	-4072.5
6945.397	-487.5	6945.397	-7540	6945.397	-2255	6945.397	-4075
6945.398	-475	6945.398	-7347.5	6945.398	-2247.5	6945.398	-4025
6945.399	-602.5	6945.399	-7387.5	6945.399	-2242.5	6945.399	-4045
6945.4	-667.5	6945.4	-7430	6945.4	-2222.5	6945.4	-4072.5
6945.401	-817.5	6945.401	-7430	6945.401	-2210	6945.401	-4130
6945.402	-915	6945.402	-7502.5	6945.402	-2260	6945.402	-4170
6945.403	-915	6945.403	-7442.5	6945.403	-2255	6945.403	-4207.5
6945.404	-985	6945.404	-7527.5	6945.404	-2265	6945.404	-4260
6945.405	-1080	6945.405	-7520	6945.405	-2267.5	6945.405	-4317.5
6945.406	-1095	6945.406	-7505	6945.406	-2250	6945.406	-4242.5
6945.407	-1132.5	6945.407	-7505	6945.407	-2250	6945.407	-4232.5
6945.408	-1015	6945.408	-7327.5	6945.408	-2187.5	6945.408	-4247.5
6945.409	-945	6945.409	-7170	6945.409	-2127.5	6945.409	-4097.5
6945.41	-852.5	6945.41	-7032.5	6945.41	-2115	6945.41	-4042.5
6945.411	-642.5	6945.411	-6900	6945.411	-2087.5	6945.411	-3980
6945.412	-530	6945.412	-6657.5	6945.412	-1960	6945.412	-3907.5
6945.413	-492.5	6945.413	-6502.5	6945.413	-1972.5	6945.413	-3867.5
6945.414	-382.5	6945.414	-6375	6945.414	-1890	6945.414	-3797.5
6945.415	-252.5	6945.415	-6287.5	6945.415	-1882.5	6945.415	-3782.5
6945.416	-192.5	6945.416	-6147.5	6945.416	-1832.5	6945.416	-3712.5
6945.417	-230	6945.417	-6000	6945.417	-1805	6945.417	-3740
6945.418	-260	6945.418	-5862.5	6945.418	-1802.5	6945.418	-3645
6945.419	-362.5	6945.419	-5855	6945.419	-1772.5	6945.419	-3640
6945.42	-417.5	6945.42	-5830	6945.42	-1792.5	6945.42	-3670
6945.421	-527.5	6945.421	-5777.5	6945.421	-1735	6945.421	-3667.5
6945.422	-575	6945.422	-5727.5	6945.422	-1765	6945.422	-3742.5
6945.423	-722.5	6945.423	-5672.5	6945.423	-1740	6945.423	-3725
6945.424	-792.5	6945.424	-5647.5	6945.424	-1732.5	6945.424	-3790
6945.425	-805	6945.425	-5455	6945.425	-1750	6945.425	-3810
6945.426	-837.5	6945.426	-5287.5	6945.426	-1675	6945.426	-3690
6945.427	-912.5	6945.427	-5082.5	6945.427	-1677.5	6945.427	-3645
6945.428	-832.5	6945.428	-4775	6945.428	-1595	6945.428	-3592.5
6945.429	-767.5	6945.429	-4440	6945.429	-1510	6945.429	-3415
6945.43	-552.5	6945.43	-4075	6945.43	-1450	6945.43	-3315
6945.431	-462.5	6945.431	-3600	6945.431	-1405	6945.431	-3187.5
6945.432	-380	6945.432	-3252.5	6945.432	-1405	6945.432	-3020
6945.433	-277.5	6945.433	-2730	6945.433	-1310	6945.433	-2942.5
6945.434	-47.5	6945.434	-2297.5	6945.434	-1282.5	6945.434	-2822.5
6945.435	-60	6945.435	-1860	6945.435	-1217.5	6945.435	-2715
6945.436	-40	6945.436	-1435	6945.436	-1250	6945.436	-2585
6945.437	-17.5	6945.437	-1035	6945.437	-1205	6945.437	-2437.5
6945.438	-42.5	6945.438	-687.5	6945.438	-1195	6945.438	-2340
6945.439	-187.5	6945.439	-450	6945.439	-1212.5	6945.439	-2287.5
6945.44	-227.5	6945.44	-200	6945.44	-1237.5	6945.44	-2215
6945.441	-447.5	6945.441	125	6945.441	-1225	6945.441	-2152.5
6945.442	-482.5	6945.442	395	6945.442	-1232.5	6945.442	-2070
6945.443	-562.5	6945.443	660	6945.443	-1282.5	6945.443	-2007.5
6945.444	-622.5	6945.444	962.5	6945.444	-1320	6945.444	-1940
6945.445	-720	6945.445	1290	6945.445	-1292.5	6945.445	-1832.5
6945.446	-720	6945.446	1652.5	6945.446	-1255	6945.446	-1585
6945.447	-777.5	6945.447	1990	6945.447	-1285	6945.447	-1370
6945.448	-697.5	6945.448	2320	6945.448	-1237.5	6945.448	-1142.5
6945.449	-525	6945.449	2782.5	6945.449	-1192.5	6945.449	-842.5
6945.45	-445	6945.45	3090	6945.45	-1110	6945.45	-565
6945.451	-402.5	6945.451	3425	6945.451	-1105	6945.451	-402.5
6945.452	-325	6945.452	3715	6945.452	-1082.5	6945.452	-150
6945.453	-227.5	6945.453	4112.5	6945.453	-1095	6945.453	7.5
6945.454	-100	6945.454	4495	6945.454	-992.5	6945.454	172.5
6945.455	-20	6945.455	4792.5	6945.455	-975	6945.455	285
6945.456	-47.5	6945.456	5087.5	6945.456	-992.5	6945.456	377.5
6945.457	-12.5	6945.457	5377.5	6945.457	-955	6945.457	567.5
6945.458	-35	6945.458	5627.5	6945.458	-950	6945.458	710
6945.459	-132.5	6945.459	5862.5	6945.459	-990	6945.459	830
6945.46	-140	6945.46	6015	6945.46	-975	6945.46	922.5
6945.461	-317.5	6945.461	6147.5	6945.461	-1022.5	6945.461	1022.5
6945.462	-422.5	6945.462	6220	6945.462	-1037.5	6945.462	1055
6945.463	-502.5	6945.463	6397.5	6945.463	-1042.5	6945.463	1195
6945.464	-672.5	6945.464	6475	6945.464	-1065	6945.464	1212.5
6945.465	-695	6945.465	6540	6945.465	-1052.5	6945.465	1242.5
6945.466	-665	6945.466	6652.5	6945.466	-1022.5	6945.466	1335
6945.467	-720	6945.467	6795	6945.467	-1042.5	6945.467	1442.5
6945.468	-715	6945.468	6920	6945.468	-1010	6945.468	1437.5
6945.469	-550	6945.469	7080	6945.469	-957.5	6945.469	1552.5
6945.47	-537.5	6945.47	7240	6945.47	-980	6945.47	1632.5
6945.471	-370	6945.471	7365	6945.471	-895	6945.471	1755
6945.472	-330	6945.472	7565	6945.472	-875	6945.472	1767.5
6945.473	-252.5	6945.473	7690	6945.473	-897.5	6945.473	1840
6945.474	-117.5	6945.474	7787.5	6945.474	-792.5	6945.474	1952.5
6945.475	-120	6945.475	7917.5	6945.475	-782.5	6945.475	1957.5
6945.476	-15	6945.476	7977.5	6945.476	-747.5	6945.476	2055
6945.477	-27.5	6945.477	8025	6945.477	-765	6945.477	2105
6945.478	-42.5	6945.478	7950	6945.478	-787.5	6945.478	2085
6945.479	-145	6945.479	7930	6945.479	-767.5	6945.479	2107.5
6945.48	-197.5	6945.48	7902.5	6945.48	-807.5	6945.48	2080
6945.481	-215	6945.481	7860	6945.481	-795	6945.481	2007.5
6945.482	-350	6945.482	7702.5	6945.482	-855	6945.482	1982.5
6945.483	-380	6945.483	7645	6945.483	-860	6945.483	1927.5
6945.484	-467.5	6945.484	7502.5	6945.484	-920	6945.484	1882.5
6945.485	-545	6945.485	7375	6945.485	-877.5	6945.485	1915
6945.486	-517.5	6945.486	7270	6945.486	-877.5	6945.486	1840
6945.487	-540	6945.487	7235	6945.487	-890	6945.487	1950
6945.488	-480	6945.488	7322.5	6945.488	-875	6945.488	1942.5
6945.489	-340	6945.489	7292.5	6945.489	-837.5	6945.489	2035
6945.49	-260	6945.49	7267.5	6945.49	-777.5	6945.49	2097.5
6945.491	-137.5	6945.491	7370	6945.491	-742.5	6945.491	2172.5
6945.492	22.5	6945.492	7350	6945.492	-750	6945.492	2310
6945.493	167.5	6945.493	7412.5	6945.493	-612.5	6945.493	2370
6945.494	252.5	6945.494	7472.5	6945.494	-637.5	6945.494	2475
6945.495	387.5	6945.495	7480	6945.495	-640	6945.495	2510
6945.496	332.5	6945.496	7405	6945.496	-622.5	6945.496	2520
6945.497	362.5	6945.497	7357.5	6945.497	-570	6945.497	2532.5
6945.498	367.5	6945.498	7287.5	6945.498	-600	6945.498	2565
6945.499	267.5	6945.499	7180	6945.499	-657.5	6945.499	2515
6945.5	287.5	6945.5	7025	6945.5	-635	6945.5	2512.5
6945.501	87.5	6945.501	6900	6945.501	-652.5	6945.501	2472.5
6945.502	70	6945.502	6727.5	6945.502	-660	6945.502	2442.5
6945.503	10	6945.503	6575	6945.503	-722.5	6945.503	2357.5
6945.504	-137.5	6945.504	6432.5	6945.504	-687.5	6945.504	2297.5
6945.505	-195	6945.505	6325	6945.505	-707.5	6945.505	2367.5
6945.506	-197.5	6945.506	6230	6945.506	-702.5	6945.506	2300
6945.507	-180	6945.507	6175	6945.507	-732.5	6945.507	2247.5
6945.508	-175	6945.508	6130	6945.508	-677.5	6945.508	2295
6945.509	-95	6945.509	6142.5	6945.509	-680	6945.509	2322.5
6945.51	-25	6945.51	6132.5	6945.51	-635	6945.51	2395
6945.511	112.5	6945.511	6217.5	6945.511	-565	6945.511	2425
6945.512	330	6945.512	6287.5	6945.512	-535	6945.512	2377.5
6945.513	442.5	6945.513	6180	6945.513	-560	6945.513	2515
6945.514	542.5	6945.514	6332.5	6945.514	-480	6945.514	2557.5
6945.515	542.5	6945.515	6387.5	6945.515	-435	6945.515	2657.5
6945.516	622.5	6945.516	6347.5	6945.516	-420	6945.516	2677.5
6945.517	622.5	6945.517	6305	6945.517	-470	6945.517	2642.5
6945.518	585	6945.518	6240	6945.518	-432.5	6945.518	2617.5
6945.519	507.5	6945.519	6145	6945.519	-422.5	6945.519	2545
6945.52	445	6945.52	5985	6945.52	-407.5	6945.52	2520
6945.521	322.5	6945.521	5875	6945.521	-505	6945.521	2367.5
6945.522	187.5	6945.522	5665	6945.522	-500	6945.522	2312.5
6945.523	150	6945.523	5572.5	6945.523	-457.5	6945.523	2230
6945.524	82.5	6945.524	5380	6945.524	-497.5	6945.524	2227.5
6945.525	65	6945.525	5335	6945.525	-517.5	6945.525	2162.5
6945.526	17.5	6945.526	5315	6945.526	-482.5	6945.526	2207.5
6945.527	-47.5	6945.527	5237.5	6945.527	-477.5	6945.527	2167.5
6945.528	-45	6945.528	5122.5	6945.528	-497.5	6945.528	2162.5
6945.529	162.5	6945.529	5167.5	6945.529	-445	6945.529	2245
6945.53	235	6945.53	5262.5	6945.53	-382.5	6945.53	2205
6945.531	297.5	6945.531	5302.5	6945.531	-337.5	6945.531	2322.5
6945.532	477.5	6945.532	5342.5	6945.532	-300	6945.532	2315
