E2(X)	E2(Y)	E3(X)	E3(Y)	E4(X)	E4(Y)	F1(X)	F1(Y)	F3(X)	F3(Y)
6952.506	-4082.5	6952.506	-6170	6952.506	-4362.5	6952.506	-2875	6952.506	-5232.5
6952.507	-4262.5	6952.507	-6382.5	6952.507	-4512.5	6952.507	-2842.5	6952.507	-5412.5
6952.508	-4550	6952.508	-6517.5	6952.508	-4672.5	6952.508	-3147.5	6952.508	-5585
6952.509	-4620	6952.509	-6635	6952.509	-4630	6952.509	-3025	6952.509	-5710
6952.51	-4755	6952.51	-6817.5	6952.51	-4800	6952.51	-3130	6952.51	-5867.5
6952.511	-4840	6952.511	-6910	6952.511	-4757.5	6952.511	-3225	6952.511	-5940
6952.512	-4890	6952.512	-6940	6952.512	-4677.5	6952.512	-3100	6952.512	-5975
6952.513	-4852.5	6952.513	-7045	6952.513	-4832.5	6952.513	-3162.5	6952.513	-5997.5
6952.514	-4857.5	6952.514	-6985	6952.514	-4805	6952.514	-3135	6952.514	-6020
6952.515	-4740	6952.515	-6970	6952.515	-4747.5	6952.515	-3107.5	6952.515	-5925
6952.516	-4737.5	6952.516	-7007.5	6952.516	-4777.5	6952.516	-3070	6952.516	-5920
6952.517	-4707.5	6952.517	-7060	6952.517	-4820	6952.517	-3085	6952.517	-5900
6952.518	-4627.5	6952.518	-7067.5	6952.518	-4810	6952.518	-3047.5	6952.518	-5852.5
6952.519	-4702.5	6952.519	-7112.5	6952.519	-4897.5	6952.519	-3197.5	6952.519	-5927.5
6952.52	-4662.5	6952.52	-7125	6952.52	-4817.5	6952.52	-3102.5	6952.52	-5900
6952.521	-4732.5	6952.521	-7187.5	6952.521	-4925	6952.521	-3227.5	6952.521	-5850
6952.522	-4867.5	6952.522	-7315	6952.522	-4895	6952.522	-3320	6952.522	-5997.5
6952.523	-4982.5	6952.523	-7375	6952.523	-5067.5	6952.523	-3357.5	6952.523	-6130
6952.524	-5110	6952.524	-7420	6952.524	-5060	6952.524	-3420	6952.524	-6210
6952.525	-5262.5	6952.525	-7527.5	6952.525	-5190	6952.525	-3507.5	6952.525	-6340
6952.526	-5417.5	6952.526	-7552.5	6952.526	-5137.5	6952.526	-3715	6952.526	-6385
6952.527	-5510	6952.527	-7600	6952.527	-5137.5	6952.527	-3570	6952.527	-6485
6952.528	-5655	6952.528	-7707.5	6952.528	-5285	6952.528	-3742.5	6952.528	-6620
6952.529	-5722.5	6952.529	-7635	6952.529	-5137.5	6952.529	-3725	6952.529	-6612.5
6952.53	-5762.5	6952.53	-7722.5	6952.53	-5170	6952.53	-3765	6952.53	-6695
6952.531	-5795	6952.531	-7705	6952.531	-5200	6952.531	-3675	6952.531	-6685
6952.532	-5742.5	6952.532	-7680	6952.532	-5107.5	6952.532	-3700	6952.532	-6652.5
6952.533	-5672.5	6952.533	-7742.5	6952.533	-5007.5	6952.533	-3422.5	6952.533	-6567.5
6952.534	-5610	6952.534	-7630	6952.534	-5010	6952.534	-3517.5	6952.534	-6487.5
6952.535	-5470	6952.535	-7660	6952.535	-4972.5	6952.535	-3510	6952.535	-6337.5
6952.536	-5440	6952.536	-7542.5	6952.536	-4955	6952.536	-3400	6952.536	-6270
6952.537	-5285	6952.537	-7522.5	6952.537	-4950	6952.537	-3327.5	6952.537	-6162.5
6952.538	-5217.5	6952.538	-7545	6952.538	-4870	6952.538	-3325	6952.538	-6065
6952.539	-5185	6952.539	-7457.5	6952.539	-4865	6952.539	-3317.5	6952.539	-6062.5
6952.54	-5102.5	6952.54	-7447.5	6952.54	-4812.5	6952.54	-3230	6952.54	-5992.5
6952.541	-5225	6952.541	-7482.5	6952.541	-4847.5	6952.541	-3395	6952.541	-5955
6952.542	-5202.5	6952.542	-7497.5	6952.542	-4902.5	6952.542	-3357.5	6952.542	-6037.5
6952.543	-5287.5	6952.543	-7392.5	6952.543	-4895	6952.543	-3335	6952.543	-6010
6952.544	-5345	6952.544	-7515	6952.544	-4930	6952.544	-3350	6952.544	-6060
6952.545	-5525	6952.545	-7550	6952.545	-4947.5	6952.545	-3452.5	6952.545	-6197.5
6952.546	-5575	6952.546	-7550	6952.546	-4980	6952.546	-3442.5	6952.546	-6282.5
6952.547	-5717.5	6952.547	-7547.5	6952.547	-4967.5	6952.547	-3500	6952.547	-6362.5
6952.548	-5812.5	6952.548	-7542.5	6952.548	-4967.5	6952.548	-3622.5	6952.548	-6467.5
6952.549	-5757.5	6952.549	-7587.5	6952.549	-4967.5	6952.549	-3495	6952.549	-6432.5
6952.55	-5805	6952.55	-7625	6952.55	-5027.5	6952.55	-3562.5	6952.55	-6470
6952.551	-5760	6952.551	-7610	6952.551	-4972.5	6952.551	-3497.5	6952.551	-6465
6952.552	-5660	6952.552	-7547.5	6952.552	-4855	6952.552	-3437.5	6952.552	-6315
6952.553	-5555	6952.553	-7532.5	6952.553	-4755	6952.553	-3312.5	6952.553	-6170
6952.554	-5517.5	6952.554	-7415	6952.554	-4777.5	6952.554	-3350	6952.554	-6152.5
6952.555	-5350	6952.555	-7302.5	6952.555	-4712.5	6952.555	-3112.5	6952.555	-6027.5
6952.556	-5285	6952.556	-7300	6952.556	-4705	6952.556	-3105	6952.556	-5962.5
6952.557	-5162.5	6952.557	-7240	6952.557	-4600	6952.557	-3115	6952.557	-5850
6952.558	-5022.5	6952.558	-7130	6952.558	-4472.5	6952.558	-2985	6952.558	-5717.5
6952.559	-4990	6952.559	-7130	6952.559	-4555	6952.559	-3055	6952.559	-5725
6952.56	-4940	6952.56	-7030	6952.56	-4470	6952.56	-2930	6952.56	-5580
6952.561	-4880	6952.561	-7030	6952.561	-4465	6952.561	-2945	6952.561	-5590
6952.562	-4967.5	6952.562	-7042.5	6952.562	-4437.5	6952.562	-2950	6952.562	-5627.5
6952.563	-4992.5	6952.563	-7025	6952.563	-4540	6952.563	-3057.5	6952.563	-5647.5
6952.564	-4990	6952.564	-7005	6952.564	-4457.5	6952.564	-2975	6952.564	-5657.5
6952.565	-5190	6952.565	-7137.5	6952.565	-4467.5	6952.565	-3062.5	6952.565	-5787.5
6952.566	-5227.5	6952.566	-7147.5	6952.566	-4467.5	6952.566	-3035	6952.566	-5790
6952.567	-5295	6952.567	-7127.5	6952.567	-4575	6952.567	-3097.5	6952.567	-5905
6952.568	-5452.5	6952.568	-7202.5	6952.568	-4525	6952.568	-3220	6952.568	-5897.5
6952.569	-5470	6952.569	-7180	6952.569	-4572.5	6952.569	-3142.5	6952.569	-5950
6952.57	-5470	6952.57	-7180	6952.57	-4490	6952.57	-3080	6952.57	-6032.5
6952.571	-5490	6952.571	-7152.5	6952.571	-4545	6952.571	-3022.5	6952.571	-5920
6952.572	-5420	6952.572	-7077.5	6952.572	-4492.5	6952.572	-2960	6952.572	-5920
6952.573	-5345	6952.573	-7025	6952.573	-4460	6952.573	-2790	6952.573	-5810
6952.574	-5187.5	6952.574	-6892.5	6952.574	-4345	6952.574	-2750	6952.574	-5695
6952.575	-5065	6952.575	-6737.5	6952.575	-4232.5	6952.575	-2712.5	6952.575	-5562.5
6952.576	-4925	6952.576	-6670	6952.576	-4177.5	6952.576	-2547.5	6952.576	-5492.5
6952.577	-4882.5	6952.577	-6602.5	6952.577	-4115	6952.577	-2557.5	6952.577	-5395
6952.578	-4797.5	6952.578	-6500	6952.578	-4015	6952.578	-2572.5	6952.578	-5242.5
6952.579	-4812.5	6952.579	-6467.5	6952.579	-4082.5	6952.579	-2522.5	6952.579	-5257.5
6952.58	-4722.5	6952.58	-6452.5	6952.58	-4042.5	6952.58	-2452.5	6952.58	-5125
6952.581	-4697.5	6952.581	-6420	6952.581	-4042.5	6952.581	-2400	6952.581	-5117.5
6952.582	-4717.5	6952.582	-6370	6952.582	-4037.5	6952.582	-2462.5	6952.582	-5130
6952.583	-4772.5	6952.583	-6397.5	6952.583	-4167.5	6952.583	-2605	6952.583	-5157.5
6952.584	-4850	6952.584	-6370	6952.584	-4102.5	6952.584	-2572.5	6952.584	-5185
6952.585	-5005	6952.585	-6457.5	6952.585	-4077.5	6952.585	-2622.5	6952.585	-5307.5
6952.586	-5065	6952.586	-6407.5	6952.586	-4100	6952.586	-2712.5	6952.586	-5397.5
6952.587	-5210	6952.587	-6395	6952.587	-4102.5	6952.587	-2737.5	6952.587	-5420
6952.588	-5277.5	6952.588	-6397.5	6952.588	-4145	6952.588	-2682.5	6952.588	-5467.5
6952.589	-5312.5	6952.589	-6302.5	6952.589	-4145	6952.589	-2652.5	6952.589	-5430
6952.59	-5357.5	6952.59	-6402.5	6952.59	-4092.5	6952.59	-2682.5	6952.59	-5470
6952.591	-5307.5	6952.591	-6320	6952.591	-4020	6952.591	-2630	6952.591	-5492.5
6952.592	-5250	6952.592	-6192.5	6952.592	-4007.5	6952.592	-2672.5	6952.592	-5367.5
6952.593	-5157.5	6952.593	-6077.5	6952.593	-3852.5	6952.593	-2585	6952.593	-5257.5
6952.594	-5010	6952.594	-5995	6952.594	-3805	6952.594	-2485	6952.594	-5212.5
6952.595	-4912.5	6952.595	-5880	6952.595	-3722.5	6952.595	-2330	6952.595	-5057.5
6952.596	-4837.5	6952.596	-5832.5	6952.596	-3670	6952.596	-2382.5	6952.596	-5002.5
6952.597	-4680	6952.597	-5697.5	6952.597	-3590	6952.597	-2222.5	6952.597	-4882.5
6952.598	-4582.5	6952.598	-5575	6952.598	-3462.5	6952.598	-2235	6952.598	-4765
6952.599	-4522.5	6952.599	-5452.5	6952.599	-3497.5	6952.599	-2125	6952.599	-4742.5
6952.6	-4482.5	6952.6	-5432.5	6952.6	-3495	6952.6	-2065	6952.6	-4652.5
6952.601	-4445	6952.601	-5370	6952.601	-3450	6952.601	-2122.5	6952.601	-4620
6952.602	-4510	6952.602	-5420	6952.602	-3542.5	6952.602	-2322.5	6952.602	-4635
6952.603	-4557.5	6952.603	-5417.5	6952.603	-3460	6952.603	-2217.5	6952.603	-4710
6952.604	-4637.5	6952.604	-5405	6952.604	-3567.5	6952.604	-2312.5	6952.604	-4750
6952.605	-4712.5	6952.605	-5430	6952.605	-3532.5	6952.605	-2372.5	6952.605	-4822.5
6952.606	-4885	6952.606	-5377.5	6952.606	-3500	6952.606	-2375	6952.606	-4825
6952.607	-4972.5	6952.607	-5427.5	6952.607	-3570	6952.607	-2370	6952.607	-4870
6952.608	-5005	6952.608	-5445	6952.608	-3477.5	6952.608	-2425	6952.608	-4950
6952.609	-5040	6952.609	-5417.5	6952.609	-3485	6952.609	-2452.5	6952.609	-4935
6952.61	-5065	6952.61	-5297.5	6952.61	-3402.5	6952.61	-2380	6952.61	-4975
6952.611	-5025	6952.611	-5345	6952.611	-3367.5	6952.611	-2307.5	6952.611	-4862.5
6952.612	-4937.5	6952.612	-5277.5	6952.612	-3315	6952.612	-2250	6952.612	-4787.5
6952.613	-4840	6952.613	-5127.5	6952.613	-3147.5	6952.613	-2252.5	6952.613	-4685
6952.614	-4770	6952.614	-5077.5	6952.614	-3132.5	6952.614	-2147.5	6952.614	-4577.5
6952.615	-4630	6952.615	-4937.5	6952.615	-3050	6952.615	-2105	6952.615	-4440
6952.616	-4570	6952.616	-4860	6952.616	-2995	6952.616	-1977.5	6952.616	-4297.5
6952.617	-4447.5	6952.617	-4800	6952.617	-2917.5	6952.617	-1887.5	6952.617	-4207.5
6952.618	-4355	6952.618	-4777.5	6952.618	-2892.5	6952.618	-1832.5	6952.618	-4000
6952.619	-4310	6952.619	-4735	6952.619	-2830	6952.619	-1867.5	6952.619	-3947.5
6952.62	-4332.5	6952.62	-4570	6952.62	-2680	6952.62	-1890	6952.62	-3767.5
6952.621	-4252.5	6952.621	-4575	6952.621	-2705	6952.621	-1935	6952.621	-3837.5
6952.622	-4345	6952.622	-4550	6952.622	-2810	6952.622	-1997.5	6952.622	-3837.5
6952.623	-4445	6952.623	-4600	6952.623	-2760	6952.623	-1985	6952.623	-3765
6952.624	-4510	6952.624	-4592.5	6952.624	-2827.5	6952.624	-2065	6952.624	-3832.5
6952.625	-4575	6952.625	-4602.5	6952.625	-2772.5	6952.625	-2065	6952.625	-3912.5
6952.626	-4747.5	6952.626	-4657.5	6952.626	-2860	6952.626	-2210	6952.626	-3957.5
6952.627	-4802.5	6952.627	-4667.5	6952.627	-2802.5	6952.627	-2255	6952.627	-3982.5
6952.628	-4895	6952.628	-4740	6952.628	-2735	6952.628	-2172.5	6952.628	-4070
6952.629	-4852.5	6952.629	-4732.5	6952.629	-2722.5	6952.629	-2142.5	6952.629	-4005
6952.63	-4945	6952.63	-4730	6952.63	-2680	6952.63	-2227.5	6952.63	-4060
6952.631	-4932.5	6952.631	-4582.5	6952.631	-2622.5	6952.631	-2110	6952.631	-3947.5
6952.632	-4975	6952.632	-4585	6952.632	-2560	6952.632	-2167.5	6952.632	-3890
6952.633	-4787.5	6952.633	-4532.5	6952.633	-2425	6952.633	-2085	6952.633	-3807.5
6952.634	-4745	6952.634	-4375	6952.634	-2400	6952.634	-2015	6952.634	-3615
6952.635	-4567.5	6952.635	-4247.5	6952.635	-2350	6952.635	-2007.5	6952.635	-3485
6952.636	-4477.5	6952.636	-4250	6952.636	-2235	6952.636	-1845	6952.636	-3442.5
6952.637	-4352.5	6952.637	-4180	6952.637	-2207.5	6952.637	-1895	6952.637	-3315
6952.638	-4255	6952.638	-4050	6952.638	-2087.5	6952.638	-1727.5	6952.638	-3130
6952.639	-4192.5	6952.639	-4052.5	6952.639	-2062.5	6952.639	-1912.5	6952.639	-3005
6952.64	-4150	6952.64	-3982.5	6952.64	-2052.5	6952.64	-1810	6952.64	-2885
6952.641	-4217.5	6952.641	-3977.5	6952.641	-2030	6952.641	-1930	6952.641	-2862.5
6952.642	-4195	6952.642	-3927.5	6952.642	-1995	6952.642	-1870	6952.642	-2915
6952.643	-4327.5	6952.643	-3975	6952.643	-2052.5	6952.643	-1862.5	6952.643	-2917.5
6952.644	-4385	6952.644	-3940	6952.644	-2052.5	6952.644	-2030	6952.644	-2967.5
6952.645	-4452.5	6952.645	-3987.5	6952.645	-2120	6952.645	-2072.5	6952.645	-2960
6952.646	-4622.5	6952.646	-4007.5	6952.646	-2077.5	6952.646	-2080	6952.646	-2990
6952.647	-4760	6952.647	-4100	6952.647	-2100	6952.647	-2130	6952.647	-3062.5
6952.648	-4817.5	6952.648	-4097.5	6952.648	-2047.5	6952.648	-2230	6952.648	-3142.5
6952.649	-4842.5	6952.649	-4077.5	6952.649	-2035	6952.649	-2152.5	6952.649	-3065
6952.65	-4835	6952.65	-4127.5	6952.65	-1987.5	6952.65	-2250	6952.65	-3052.5
6952.651	-4800	6952.651	-4107.5	6952.651	-1942.5	6952.651	-2280	6952.651	-3000
6952.652	-4722.5	6952.652	-4017.5	6952.652	-1877.5	6952.652	-2055	6952.652	-2802.5
6952.653	-4595	6952.653	-3930	6952.653	-1787.5	6952.653	-1882.5	6952.653	-2672.5
6952.654	-4517.5	6952.654	-3862.5	6952.654	-1770	6952.654	-1942.5	6952.654	-2572.5
6952.655	-4287.5	6952.655	-3735	6952.655	-1687.5	6952.655	-1957.5	6952.655	-2352.5
6952.656	-4257.5	6952.656	-3677.5	6952.656	-1662.5	6952.656	-1735	6952.656	-2217.5
6952.657	-4127.5	6952.657	-3595	6952.657	-1612.5	6952.657	-1740	6952.657	-2065
6952.658	-4007.5	6952.658	-3512.5	6952.658	-1560	6952.658	-1800	6952.658	-1912.5
6952.659	-4000	6952.659	-3480	6952.659	-1472.5	6952.659	-1802.5	6952.659	-1827.5
6952.66	-3987.5	6952.66	-3427.5	6952.66	-1435	6952.66	-1712.5	6952.66	-1687.5
6952.661	-3947.5	6952.661	-3370	6952.661	-1447.5	6952.661	-1782.5	6952.661	-1587.5
6952.662	-3917.5	6952.662	-3477.5	6952.662	-1540	6952.662	-1825	6952.662	-1497.5
6952.663	-3977.5	6952.663	-3382.5	6952.663	-1580	6952.663	-1902.5	6952.663	-1530
6952.664	-4050	6952.664	-3462.5	6952.664	-1525	6952.664	-1905	6952.664	-1492.5
6952.665	-4125	6952.665	-3487.5	6952.665	-1577.5	6952.665	-1852.5	6952.665	-1545
6952.666	-4200	6952.666	-3457.5	6952.666	-1560	6952.666	-1970	6952.666	-1562.5
6952.667	-4260	6952.667	-3500	6952.667	-1610	6952.667	-2072.5	6952.667	-1555
6952.668	-4350	6952.668	-3480	6952.668	-1527.5	6952.668	-2025	6952.668	-1557.5
6952.669	-4385	6952.669	-3507.5	6952.669	-1592.5	6952.669	-2052.5	6952.669	-1505
6952.67	-4430	6952.67	-3517.5	6952.67	-1475	6952.67	-2045	6952.67	-1532.5
6952.671	-4405	6952.671	-3490	6952.671	-1487.5	6952.671	-2057.5	6952.671	-1430
6952.672	-4310	6952.672	-3462.5	6952.672	-1387.5	6952.672	-1940	6952.672	-1332.5
6952.673	-4147.5	6952.673	-3350	6952.673	-1390	6952.673	-1865	6952.673	-1242.5
6952.674	-3980	6952.674	-3255	6952.674	-1305	6952.674	-1795	6952.674	-1097.5
6952.675	-3820	6952.675	-3250	6952.675	-1175	6952.675	-1690	6952.675	-915
6952.676	-3712.5	6952.676	-3120	6952.676	-1210	6952.676	-1745	6952.676	-802.5
6952.677	-3577.5	6952.677	-3040	6952.677	-1090	6952.677	-1670	6952.677	-617.5
6952.678	-3395	6952.678	-3022.5	6952.678	-1080	6952.678	-1512.5	6952.678	-545
6952.679	-3362.5	6952.679	-2995	6952.679	-1055	6952.679	-1562.5	6952.679	-487.5
6952.68	-3275	6952.68	-2875	6952.68	-1020	6952.68	-1590	6952.68	-325
6952.681	-3192.5	6952.681	-2800	6952.681	-1022.5	6952.681	-1595	6952.681	-320
6952.682	-3252.5	6952.682	-2817.5	6952.682	-1017.5	6952.682	-1627.5	6952.682	-312.5
6952.683	-3315	6952.683	-2887.5	6952.683	-1062.5	6952.683	-1687.5	6952.683	-287.5
6952.684	-3370	6952.684	-2840	6952.684	-1077.5	6952.684	-1675	6952.684	-327.5
6952.685	-3427.5	6952.685	-2832.5	6952.685	-1140	6952.685	-1722.5	6952.685	-347.5
6952.686	-3485	6952.686	-2990	6952.686	-1145	6952.686	-1832.5	6952.686	-435
6952.687	-3582.5	6952.687	-2915	6952.687	-1215	6952.687	-1707.5	6952.687	-520
6952.688	-3682.5	6952.688	-2935	6952.688	-1197.5	6952.688	-1962.5	6952.688	-547.5
6952.689	-3597.5	6952.689	-2990	6952.689	-1160	6952.689	-1910	6952.689	-522.5
6952.69	-3587.5	6952.69	-2950	6952.69	-1130	6952.69	-1845	6952.69	-530
6952.691	-3547.5	6952.691	-2922.5	6952.691	-1182.5	6952.691	-1710	6952.691	-495
6952.692	-3410	6952.692	-2870	6952.692	-1060	6952.692	-1652.5	6952.692	-422.5
6952.693	-3315	6952.693	-2752.5	6952.693	-1027.5	6952.693	-1632.5	6952.693	-285
6952.694	-3160	6952.694	-2702.5	6952.694	-972.5	6952.694	-1595	6952.694	-192.5
6952.695	-3042.5	6952.695	-2637.5	6952.695	-925	6952.695	-1457.5	6952.695	-115
6952.696	-2850	6952.696	-2485	6952.696	-885	6952.696	-1462.5	6952.696	15
6952.697	-2702.5	6952.697	-2417.5	6952.697	-817.5	6952.697	-1472.5	6952.697	162.5
6952.698	-2637.5	6952.698	-2382.5	6952.698	-747.5	6952.698	-1365	6952.698	210
6952.699	-2537.5	6952.699	-2330	6952.699	-815	6952.699	-1370	6952.699	302.5
6952.7	-2417.5	6952.7	-2295	6952.7	-740	6952.7	-1422.5	6952.7	332.5
6952.701	-2412.5	6952.701	-2262.5	6952.701	-667.5	6952.701	-1305	6952.701	357.5
6952.702	-2415	6952.702	-2250	6952.702	-760	6952.702	-1387.5	6952.702	332.5
6952.703	-2432.5	6952.703	-2245	6952.703	-760	6952.703	-1492.5	6952.703	270
6952.704	-2467.5	6952.704	-2325	6952.704	-827.5	6952.704	-1500	6952.704	267.5
6952.705	-2560	6952.705	-2282.5	6952.705	-835	6952.705	-1595	6952.705	252.5
6952.706	-2650	6952.706	-2385	6952.706	-802.5	6952.706	-1482.5	6952.706	137.5
6952.707	-2647.5	6952.707	-2440	6952.707	-845	6952.707	-1630	6952.707	40
6952.708	-2740	6952.708	-2460	6952.708	-842.5	6952.708	-1540	6952.708	17.5
6952.709	-2672.5	6952.709	-2417.5	6952.709	-755	6952.709	-1595	6952.709	-10
6952.71	-2780	6952.71	-2492.5	6952.71	-880	6952.71	-1625	6952.71	-137.5
6952.711	-2727.5	6952.711	-2460	6952.711	-997.5	6952.711	-1682.5	6952.711	-160
6952.712	-2722.5	6952.712	-2457.5	6952.712	-1017.5	6952.712	-1760	6952.712	-225
6952.713	-2647.5	6952.713	-2450	6952.713	-922.5	6952.713	-1572.5	6952.713	-112.5
6952.714	-2440	6952.714	-2370	6952.714	-907.5	6952.714	-1677.5	6952.714	-90
6952.715	-2447.5	6952.715	-2340	6952.715	-937.5	6952.715	-1665	6952.715	-75
6952.716	-2617.5	6952.716	-2612.5	6952.716	-1160	6952.716	-1972.5	6952.716	-292.5
6952.717	-2745	6952.717	-2740	6952.717	-1427.5	6952.717	-2240	6952.717	-370
6952.718	-2747.5	6952.718	-2885	6952.718	-1475	6952.718	-2235	6952.718	-412.5
6952.719	-2880	6952.719	-3002.5	6952.719	-1685	6952.719	-2432.5	6952.719	-577.5
6952.72	-2972.5	6952.72	-3170	6952.72	-1915	6952.72	-2570	6952.72	-742.5
6952.721	-2950	6952.721	-3150	6952.721	-1900	6952.721	-2662.5	6952.721	-715
6952.722	-3202.5	6952.722	-3422.5	6952.722	-2170	6952.722	-2915	6952.722	-960
6952.723	-3480	6952.723	-3715	6952.723	-2447.5	6952.723	-3190	6952.723	-1255
6952.724	-4280	6952.724	-4517.5	6952.724	-3195	6952.724	-4032.5	6952.724	-2067.5
6952.725	-4472.5	6952.725	-4680	6952.725	-3435	6952.725	-4305	6952.725	-2367.5
6952.726	-3997.5	6952.726	-4065	6952.726	-2697.5	6952.726	-3737.5	6952.726	-1707.5
6952.727	-3767.5	6952.727	-3722.5	6952.727	-2400	6952.727	-3405	6952.727	-1540
6952.728	-3755	6952.728	-3730	6952.728	-2457.5	6952.728	-3460	6952.728	-1570
6952.729	-3252.5	6952.729	-3090	6952.729	-1847.5	6952.729	-2830	6952.729	-1017.5
6952.73	-3012.5	6952.73	-2882.5	6952.73	-1667.5	6952.73	-2635	6952.73	-857.5
6952.731	-3207.5	6952.731	-3160	6952.731	-1887.5	6952.731	-2877.5	6952.731	-1017.5
6952.732	-2655	6952.732	-2505	6952.732	-1207.5	6952.732	-2267.5	6952.732	-430
6952.733	-2395	6952.733	-2375	6952.733	-1102.5	6952.733	-2162.5	6952.733	-265
6952.734	-2582.5	6952.734	-2715	6952.734	-1437.5	6952.734	-2342.5	6952.734	-512.5
6952.735	-2197.5	6952.735	-2342.5	6952.735	-1197.5	6952.735	-2265	6952.735	-172.5
6952.736	-2260	6952.736	-2482.5	6952.736	-1317.5	6952.736	-2220	6952.736	-312.5
6952.737	-1905	6952.737	-2175	6952.737	-967.5	6952.737	-1837.5	6952.737	97.5
6952.738	-1275	6952.738	-1537.5	6952.738	-412.5	6952.738	-1305	6952.738	687.5
6952.739	-1272.5	6952.739	-1617.5	6952.739	-507.5	6952.739	-1362.5	6952.739	595
6952.74	-1257.5	6952.74	-1587.5	6952.74	-597.5	6952.74	-1347.5	6952.74	625
6952.741	-1405	6952.741	-1787.5	6952.741	-822.5	6952.741	-1580	6952.741	445
6952.742	-1562.5	6952.742	-2040	6952.742	-1025	6952.742	-1835	6952.742	275
6952.743	-1767.5	6952.743	-2135	6952.743	-1192.5	6952.743	-1987.5	6952.743	60
6952.744	-1825	6952.744	-2245	6952.744	-1327.5	6952.744	-2025	6952.744	-95
6952.745	-1957.5	6952.745	-2350	6952.745	-1435	6952.745	-2335	6952.745	-277.5
6952.746	-2087.5	6952.746	-2452.5	6952.746	-1420	6952.746	-2387.5	6952.746	-347.5
6952.747	-2275	6952.747	-2557.5	6952.747	-1640	6952.747	-2522.5	6952.747	-467.5
6952.748	-2400	6952.748	-2615	6952.748	-1670	6952.748	-2490	6952.748	-620
6952.749	-2445	6952.749	-2627.5	6952.749	-1622.5	6952.749	-2595	6952.749	-670
6952.75	-2467.5	6952.75	-2712.5	6952.75	-1597.5	6952.75	-2590	6952.75	-772.5
6952.751	-2477.5	6952.751	-2705	6952.751	-1682.5	6952.751	-2620	6952.751	-712.5
6952.752	-2405	6952.752	-2605	6952.752	-1660	6952.752	-2627.5	6952.752	-697.5
6952.753	-2222.5	6952.753	-2592.5	6952.753	-1592.5	6952.753	-2617.5	6952.753	-625
6952.754	-2142.5	6952.754	-2512.5	6952.754	-1512.5	6952.754	-2447.5	6952.754	-505
6952.755	-2050	6952.755	-2385	6952.755	-1427.5	6952.755	-2252.5	6952.755	-412.5
6952.756	-1880	6952.756	-2370	6952.756	-1437.5	6952.756	-2257.5	6952.756	-317.5
6952.757	-1707.5	6952.757	-2282.5	6952.757	-1360	6952.757	-2282.5	6952.757	-202.5
6952.758	-1550	6952.758	-2165	6952.758	-1220	6952.758	-2217.5	6952.758	-127.5
6952.759	-1412.5	6952.759	-2145	6952.759	-1200	6952.759	-2127.5	6952.759	-65
6952.76	-1380	6952.76	-2100	6952.76	-1242.5	6952.76	-2115	6952.76	12.5
6952.761	-1262.5	6952.761	-2047.5	6952.761	-1185	6952.761	-2057.5	6952.761	62.5
6952.762	-1257.5	6952.762	-2045	6952.762	-1212.5	6952.762	-2007.5	6952.762	35
6952.763	-1327.5	6952.763	-2025	6952.763	-1150	6952.763	-2132.5	6952.763	27.5
6952.764	-1397.5	6952.764	-2027.5	6952.764	-1245	6952.764	-2175	6952.764	-70
6952.765	-1485	6952.765	-2167.5	6952.765	-1185	6952.765	-2190	6952.765	-115
6952.766	-1502.5	6952.766	-2062.5	6952.766	-1210	6952.766	-2210	6952.766	-160
6952.767	-1557.5	6952.767	-2142.5	6952.767	-1150	6952.767	-2227.5	6952.767	-225
6952.768	-1647.5	6952.768	-2142.5	6952.768	-1125	6952.768	-2215	6952.768	-305
6952.769	-1585	6952.769	-2057.5	6952.769	-1195	6952.769	-2132.5	6952.769	-252.5
6952.77	-1595	6952.77	-2065	6952.77	-1127.5	6952.77	-2077.5	6952.77	-277.5
6952.771	-1535	6952.771	-2062.5	6952.771	-1085	6952.771	-2060	6952.771	-227.5
6952.772	-1432.5	6952.772	-2000	6952.772	-967.5	6952.772	-2037.5	6952.772	-175
6952.773	-1320	6952.773	-1920	6952.773	-917.5	6952.773	-1972.5	6952.773	-100
6952.774	-1185	6952.774	-1755	6952.774	-862.5	6952.774	-1920	6952.774	30
6952.775	-977.5	6952.775	-1695	6952.775	-757.5	6952.775	-1760	6952.775	182.5
6952.776	-917.5	6952.776	-1697.5	6952.776	-710	6952.776	-1827.5	6952.776	280
6952.777	-680	6952.777	-1515	6952.777	-670	6952.777	-1535	6952.777	427.5
6952.778	-550	6952.778	-1407.5	6952.778	-535	6952.778	-1572.5	6952.778	492.5
6952.779	-462.5	6952.779	-1360	6952.779	-552.5	6952.779	-1417.5	6952.779	587.5
6952.78	-282.5	6952.78	-1262.5	6952.78	-585	6952.78	-1477.5	6952.78	717.5
6952.781	-275	6952.781	-1250	6952.781	-475	6952.781	-1455	6952.781	687.5
6952.782	-335	6952.782	-1262.5	6952.782	-502.5	6952.782	-1512.5	6952.782	717.5
6952.783	-405	6952.783	-1262.5	6952.783	-595	6952.783	-1512.5	6952.783	582.5
6952.784	-407.5	6952.784	-1177.5	6952.784	-530	6952.784	-1510	6952.784	677.5
6952.785	-472.5	6952.785	-1300	6952.785	-590	6952.785	-1475	6952.785	537.5
6952.786	-502.5	6952.786	-1337.5	6952.786	-562.5	6952.786	-1590	6952.786	530
